"country","quarter","gdp","private_consumption","government_consumption","capital_formation","exports","imports","population","host","rank1","rank2","rank3","rank4","host_won","host_top4","year","qtr","q_index","gdp_yoy_log_4q","private_consumption_yoy_log_4q","government_consumption_yoy_log_4q","capital_formation_yoy_log_4q","exports_yoy_log_4q","imports_yoy_log_4q","population_yoy_log_4q","gdp_yoy_pct","private_consumption_yoy_pct","government_consumption_yoy_pct","capital_formation_yoy_pct","exports_yoy_pct","imports_yoy_pct","population_yoy_pct","tq","winner","ln_gdp_l4","ln_private_consumption_l4","ln_government_consumption_l4","ln_capital_formation_l4","ln_exports_l4","ln_imports_l4"
"AUT","1989-Q3",309162.3,176163.6,68906.5,76862.1,80836.3,86438.1,7619566,0,0,0,0,0,0,0,1989,3,7959,3.29630478191607,3.8649271426431,1.99194590937193,3.96898710048195,9.77359172065846,8.48546186838579,0.450500775624185,3.35123480005015,3.94058703754729,2.01191753950924,4.0488038640228,10.2671550071955,8.85587990831929,0.45151705591211,7959,0,12.6086586128875,12.0405191162886,11.120586333081,11.2100783151451,11.2024454838424,11.2823292111308
"AUT","1989-Q4",313182.6,177932.5,69345.1,77774.5,81662.6,88845.7,7619566,0,0,0,0,0,0,0,1989,4,7960,3.41198463131267,3.91397194260694,2.38749007435857,4.02050160242347,7.83349998946612,8.11274788525314,0.450500775624185,3.47086053090901,3.99157699347994,2.41621879481488,4.1024178954244,8.14848953180851,8.45091397357258,0.45151705591211,7960,0,12.6204218396868,12.0500198244454,11.1229758664108,11.2213638769199,11.2320164038059,11.3135289573858
"AUT","1990-Q1",317042.2,179730.5,69644,78887.4,83516.8,90744.3,7677850,0,0,0,0,0,0,0,1990,1,7961,3.81704772833196,3.94162472203732,2.40712158977399,4.19120103410826,6.9161115264798,8.01294937496326,0.762014735422234,3.89083280520999,4.0203375312529,2.43632662426676,4.28027188583122,7.16088477838841,8.34273556622933,0.764925456384269,7961,0,12.6286196897444,12.0597975384725,11.1270806145887,11.2338647879227,11.2636419729414,11.3356714464875
"AUT","1990-Q2",320460.3,181460.9,69874.3,79875.3,85772.4,91710.2,7677850,0,0,0,0,0,0,0,1990,2,7962,4.41488777147327,3.93441412977289,2.11730536818067,4.55028158388124,7.09664809859074,7.69628293793847,0.762014735422234,4.5137941054745,4.01283731924948,2.13987931659516,4.65539515370366,7.35452410872079,8.00019313044431,0.764925456384269,7962,0,12.633364801001,12.0694513411843,11.1332801388363,11.2427191317025,11.2884860744189,11.3494260549585
"AUT","1990-Q3",323108.5,183072.4,70210.4,81018.4,87582.1,92758.5,7677850,0,0,0,0,0,0,0,1990,3,7963,4.41217984045874,3.84685942835752,1.87459350145076,5.26633822014073,8.01505170960795,7.05707906607671,0.762014735422234,4.51096398234843,3.92180904568253,1.89227431374397,5.40747650662678,8.34501331703703,7.31205336535625,0.764925456384269,7963,0,12.6416216607067,12.079168387715,11.1405057921747,11.24976818615,11.300181401049,11.3671838298147
"AUT","1990-Q4",325317.8,184555.4,70696.5,82528.4,87951.8,93973.5,7677850,0,0,0,0,0,0,0,1990,4,7964,3.80161436856454,3.65454245216537,1.93005785543257,5.93288625650423,7.41928124297075,5.61116703747118,0.762014735422234,3.87480019643494,3.72214182344428,1.94880388087981,6.11241473747821,7.70144472500263,5.7715792660759,0.764925456384269,7964,0,12.654541686,12.0891595438715,11.1468507671544,11.2615688929441,11.3103514037005,11.3946564362383
"AUT","1991-Q1",327571.3,185852.5,71270.9,84534.1,87365.5,95850.7,7754891,0,0,0,0,0,0,0,1991,1,7965,3.26708532580149,3.34948416503771,2.30915579639301,6.91334839728626,4.50526586662114,5.47461112877325,0.998418103144516,3.32104054286779,3.40621096586278,2.33602320372177,7.15792382560461,4.60829437909498,5.62724049885226,1.00341892587117,7965,0,12.6667901670277,12.0992137856929,11.1511518304865,11.2757767982637,11.3328030882062,11.4158009402371
"AUT","1991-Q2",330559.2,187209.6,71880,86642,88177.9,97934.4,7754891,0,0,0,0,0,0,0,1991,2,7966,3.10273660592433,3.11886412799627,2.83001483793619,8.13180178929667,2.7659088299524,6.5664261419716,0.998418103144516,3.15137319661749,3.16801029863734,2.8704402047677,8.4715800754426,2.80451520535743,6.78681324432833,1.00341892587117,7966,0,12.6775136787157,12.1087954824821,11.1544531925181,11.2882219475413,11.3594525554048,11.4263888843379
"AUT","1991-Q3",334225.5,188899.5,72460.8,87969.7,89920.6,98253.7,7754891,0,0,0,0,0,0,0,1991,3,7967,3.38277347371676,3.13334245844015,3.15492777730348,8.23161476360443,2.6350419558014,5.75535675800438,0.998418103144516,3.4406399088851,3.1829483854475,3.20522315782279,8.57990283688643,2.67006614365264,5.92420101661841,1.00341892587117,7967,0,12.6857434591112,12.1176369819986,11.1592517271892,11.3024315683514,11.3803319181451,11.4377546204755
"AUT","1991-Q4",336270.4,190596.6,72985.9,88408.8,90966.5,97783,7754891,0,0,0,0,0,0,0,1991,4,7968,3.31130475172614,3.22094632449819,3.18702050808426,6.88290356733354,3.37023697234482,3.97379101698139,0.998418103144516,3.36673861682331,3.2733802424638,3.23834984758793,7.1253047435792,3.42767288446626,4.05380240174091,1.00341892587117,7968,0,12.6925578296856,12.1257049683931,11.1661513457088,11.3208977555092,11.3845442161302,11.4507681066131
"AUT","1992-Q1",337560.6,191993.8,73502.1,88163.3,91169,98319.2,7840709,0,0,0,0,0,0,0,1992,1,7969,3.00393084463675,3.25097314785729,3.08258677709254,4.20357733915058,4.26144591260211,2.54275559854644,1.10055228652826,3.04950403164135,3.30439461400842,3.13059046539332,4.29317872905726,4.35354916986683,2.57535938704674,1.10663064123016,7969,0,12.6994610202857,12.1327086273433,11.1742433884504,11.3449102822366,11.3778557468724,11.4705470515248
"AUT","1992-Q2",339178.1,193024.7,74063.7,87561.9,90708.8,99008.1,7840709,0,0,0,0,0,0,0,1992,2,7970,2.57395723613616,3.05893152109533,2.9927471814478,1.0561285373198,2.82980108457096,1.09037981940272,1.10055228652826,2.60736957253043,3.10619754542503,3.03797996661102,1.06172526026638,2.87022031597488,1.09634612556979,1.10663064123016,7970,0,12.708541044775,12.139984123762,11.1827533408975,11.3695399654343,11.3871116437043,11.4920531457576
"AUT","1992-Q3",339446.5,193660.2,74687.6,87044,89513.4,98732.7,7840709,0,0,0,0,0,0,0,1992,3,7971,1.5500435031349,2.48899493198032,3.02683550569718,-1.05786990712264,-0.453872397680399,0.486328948690939,1.10055228652826,1.56211898852721,2.5202290106644,3.07310987458047,-1.05229414218759,-0.452843953443383,0.487513447330734,1.10663064123016,7971,0,12.7195711938484,12.148970406583,11.1908010049622,11.3847477159874,11.4066823377031,11.4953081880555
"AUT","1992-Q4",338419.8,194075.3,75398.3,86441.2,88469.3,97133.8,7840709,0,0,0,0,0,0,0,1992,4,7972,0.637153843795346,1.80870754287419,3.25184565331735,-2.25070981962361,-2.78357076942068,-0.666132832668609,1.10055228652826,0.639187986810597,1.82516372275265,3.30529595442408,-2.22557030521849,-2.74518641477907,-0.663919086139719,1.10663064123016,7972,0,12.7256708772029,12.1579144316381,11.1980215507896,11.3897267911825,11.4182465858537,11.4905060167829
"AUT","1993-Q1",337609.3,194494.9,76165.7,86089.7,87596.7,94778.5,7905632,0,0,0,0,0,0,0,1993,1,7973,0.0144259985773942,1.29428617953042,3.55972528803221,-2.38010007074667,-3.99716010164202,-3.66767382376221,0.824615291785946,0.0144270391746026,1.30269831629981,3.62384203988728,-2.35199907444481,-3.91832750167272,-3.60122946484511,0.828024608488853,7973,0,12.7295003287321,12.1652183588219,11.2050692562213,11.3869460556281,11.4204702059984,11.4959746075103
"AUT","1993-Q2",339535.5,195042.4,76881,86757.2,87465.8,93315.4,7905632,0,0,0,0,0,0,0,1993,2,7974,0.105316891553286,1.03988108345767,3.73332381316853,-0.923255932430145,-3.64065157517537,-5.92165117872891,0.824615291785946,0.105372369265599,1.04530663692262,3.80388773447722,-0.919007011040185,-3.57517682959095,-5.74973158761759,0.828024608488853,7974,0,12.7342806171363,12.170573438973,11.212680812712,11.3801012508075,11.41540965455,11.5029569439516
"AUT","1993-Q3",342997.3,195674.7,77506.1,87911.7,88305.1,93528.3,7905632,0,0,0,0,0,0,0,1993,3,7975,1.04062255172188,1.03485096146212,3.70425619022097,0.991916370134227,-1.35904711577801,-5.41521342653155,0.824615291785946,1.04605585858153,1.04022406255906,3.7737187966945,0.996852166720274,-1.34985376491116,-5.27120194221367,0.828024608488853,7975,0,12.7350716288798,12.1738603559028,11.2210693600192,11.3741690169162,11.4021436137263,11.5001714775424
"AUT","1993-Q4",345407.5,196452,78088.2,88974.4,89066.5,95398.3,7905632,0,0,0,0,0,0,0,1993,4,7976,2.0437742772982,1.21718985755042,3.50542287417372,2.88842739021042,0.672768255780376,-1.80286508850731,0.824615291785946,2.06480235494495,1.22462776046206,3.56758706761293,2.9305470076769,0.675036425064968,-1.78671070214488,0.828024608488853,7976,0,12.7320424156408,12.1760015070668,11.2305400073228,11.3672196929863,11.3904108781595,11.4838446884562
"AUT","1994-Q1",346518.1,197356.2,78658.8,89934.7,90382.6,98350,7936118,0,0,0,0,0,0,0,1994,1,7977,2.60457441821629,1.4604276245862,3.22082812376383,4.36940754933843,3.13084449958918,3.69899545445147,0.38488219588757,2.63878986745922,1.47114397344095,3.27325817264201,4.46627180719645,3.18037095004722,3.76825967914665,0.385623818563774,7977,0,12.7296445887179,12.1781612206172,11.2406665091017,11.3631450549206,11.380498604982,11.4592978692727
"AUT","1994-Q2",347114.9,198169.9,79221,90471.5,91858.4,101321.9,7936118,0,0,0,0,0,0,0,1994,2,7978,2.20773419870302,1.59077727363215,2.99826433275605,4.19214714809435,4.90004011200966,8.23174242428859,0.38488219588757,2.23228498934576,1.6034974959291,3.04366488469192,4.2812585007354,5.02207720046006,8.58004145082163,0.385623818563774,7978,0,12.7353337860518,12.1809722498076,11.2500140508437,11.3708686914832,11.3790031387983,11.4437404321643
"AUT","1994-Q3",350262.3,198877.9,79781.5,90792.5,93807,104575.1,7936118,0,0,0,0,0,0,0,1994,3,7979,2.09597269586812,1.62374820402569,2.89350050659216,3.22437814414229,6.04416165070045,11.1641409284339,0.38488219588757,2.11809247478041,1.63700263754076,2.93576892657481,3.27692445942918,6.23055746497088,11.8111844222551,0.385623818563774,7979,0,12.745477854397,12.1842088655174,11.2581119219214,11.3840881806175,11.3885531425685,11.4460193432771
"AUT","1994-Q4",354991.1,199530,80339.2,91039.9,97449.4,108005,7936118,0,0,0,0,0,0,0,1994,4,7980,2.73678393069439,1.55464743042355,2.84187141193222,2.29491840528873,8.99499871958778,12.4116763759908,0.38488219588757,2.77457785369455,1.56679494227598,2.88263783772709,2.32145426100092,9.41195623494804,13.2148057145672,0.385623818563774,7980,0,12.7524801584138,12.1881734056423,11.2655942360645,11.3961039668884,11.3971385607173,11.4658160375711
"AUT","1995-Q1",357959.5,200150.5,80879.2,91045.7,100105.9,109814.7,7948278,0,0,0,0,0,0,0,1995,1,7981,3.24847975916622,1.40593656809749,2.78371721092956,1.22777268280458,10.2176854647379,11.0261855060685,0.153106260702707,3.30181886602749,1.41586633711026,2.82282465534689,1.23534075279064,10.757933496049,11.6570411794611,0.153223528178392,7981,0,12.7556903329,12.192765496863,11.2728747903393,11.406839130414,11.4118070499779,11.4962878238172
"AUT","1995-Q2",359477.4,200770.9,81375.6,91222.5,100416.8,110172.2,7948278,0,0,0,0,0,0,0,1995,2,7982,3.49954610378642,1.30397134351394,2.68340585843578,0.826669319656759,8.90812630004589,8.37420188661167,0.153106260702707,3.56150081716458,1.31251012388864,2.71973340402167,0.830095665485819,9.31694869494788,8.73483422636172,0.153223528178392,7982,0,12.7574111280389,12.1968800225439,11.2799966941712,11.4127901629641,11.4280035399184,11.5260578564072
"AUT","1995-Q3",360292.8,201294.4,81763.8,91807.3,100249,110542.4,7948278,0,0,0,0,0,0,0,1995,3,7983,2.82347318336455,1.20774445079075,2.45429548652591,1.11151320851981,6.64176109811798,5.5493684187736,0.153106260702707,2.86371099601641,1.21506713415618,2.48466123098714,1.1177134675221,6.86729135352373,5.7062340844044,0.153223528178392,7983,0,12.7664375813557,12.2004463475577,11.2870469269873,11.4163319620589,11.4489947590755,11.5576607525614
"AUT","1995-Q4",361534.9,201875.2,81974.4,92694.4,100352.2,111170.4,7948278,0,0,0,0,0,0,0,1995,4,7984,1.82658603856503,1.16850837240641,2.01493321975619,1.80101888634283,2.9352729339573,2.88866369831844,0.153106260702707,1.84337015773073,1.17536210093721,2.03537003106826,1.81733503661581,2.97877667794775,2.93079024119254,0.153223528178392,7984,0,12.7798479977207,12.2037198799466,11.2940129501838,11.4190531509413,11.4870885479132,11.589932801331
"AUT","1996-Q1",364091.8,201904.2,82636,94153.5,102324.2,112780.6,7959016,0,0,0,0,0,0,0,1996,1,7985,1.69861821328485,0.872374391797237,2.14887374629189,3.35648508734536,2.19175784785044,2.66499385613468,0.135007269382292,1.71312676434066,0.876190666523446,2.17212830987448,3.4134506077717,2.21595330544953,2.7008223853455,0.13509844522297,7985,0,12.7881751304917,12.206824862544,11.3007119624486,11.4191168572421,11.5139839046253,11.6065496788779
"AUT","1996-Q2",366673.6,203919.3,82408.8,95299.2,102496.2,114004.7,7959016,0,0,0,0,0,0,0,1996,2,7986,1.98207689358814,1.55598703463689,1.26167535561912,4.37198389028115,2.04962007837999,3.41950793236201,0.135007269382292,2.00185046403472,1.56815554445391,1.26966805774704,4.46896324919839,2.07076903466352,3.47864524807528,0.13509844522297,7986,0,12.7924065890767,12.209919735979,11.3068307527556,11.4210568561607,11.5170848029188,11.6097998752733
"AUT","1996-Q3",368985.1,204431,82977.4,96399.7,102952.4,114531.4,7959016,0,0,0,0,0,0,0,1996,3,7987,2.38392296142962,1.54619971514798,1.47336786920906,4.88112744164546,2.66096544150063,3.54498634393536,0.135007269382292,2.41256555779077,1.55821523102482,1.48427543729621,5.0022165993336,2.69668525371825,3.60857010522659,0.13509844522297,7987,0,12.7946723131893,12.2125237920656,11.3115898818526,11.4274470941441,11.5154123700567,11.6131544367492
"AUT","1996-Q4",368802.2,204008.7,82833.5,95281.9,107924.8,115953.3,7959016,0,0,0,0,0,0,0,1996,4,7988,1.99018778332256,1.05129553051757,1.0425565539725,2.75318052515132,7.27486900304744,4.21233645078249,0.135007269382292,2.01012405717953,1.05684105823796,1.04801011047353,2.79143076604411,7.54602290732043,4.30231428509749,0.13509844522297,7988,0,12.7981138581064,12.2154049636706,11.3141622823814,11.4370633398047,11.5164412772527,11.6188194383142
"AUT","1997-Q1",373728.6,203674.6,84469.9,94971,109791.8,119430.1,7968041,0,0,0,0,0,0,0,1997,1,7989,2.61238318981185,0.873029480183973,2.19498369570665,0.864515270697552,7.04396409263683,5.72869245334431,0.113329172689447,2.6468050090664,0.876851496898023,2.219250689772,0.868262996064928,7.29798034091642,5.89596083014277,0.113393414462282,7989,0,12.8051613126246,12.215548606462,11.3222006999115,11.4526817081155,11.5359014831038,11.6331996174392
"AUT","1997-Q2",372944.8,204177.3,84522.2,95194.3,113894.2,120119,7968041,0,0,0,0,0,0,0,1997,2,7990,1.69583403856954,0.12644066839691,2.53219944216347,-0.11013500261523,10.5444222574789,5.22432424573349,0.113329172689447,1.71029493260491,0.126520638311334,2.56453194319053,-0.110074376280167,11.1204122689426,5.36319993824816,0.113393414462282,7990,0,12.8122273580126,12.2254796063254,11.3194475063118,11.4647766950635,11.5375810037026,11.643994954597
"AUT","1997-Q3",375763.7,204542.9,84958.8,95846.9,117869.9,125479.9,7968041,0,0,0,0,0,0,0,1997,3,7991,1.82042245594651,0.0547223198314128,2.35981515375467,-0.575096281118626,13.5314728356231,9.12965651760196,0.113329172689447,1.83709315091587,0.0547372952242942,2.38787910925145,-0.573445767984759,14.4897059223486,9.55938720735099,0.113393414462282,7991,0,12.8185115428036,12.227985789217,11.3263235605447,11.4762583685606,11.5420220244717,11.6486043001885
"AUT","1997-Q4",379302.3,205567.1,84957.5,97678.3,121812.7,126442.4,7968041,0,0,0,0,0,0,0,1997,4,7992,2.80730555207214,0.760986132759811,2.53185625096499,2.48395598095161,12.1049930832985,8.65993446624085,0.113329172689447,2.84708171480539,0.763888991008721,2.56417995134819,2.51506319668269,12.8681266956251,9.04596936870274,0.113393414462282,7992,0,12.8180157359396,12.2259179189758,11.3245878479211,11.4645951450562,11.5891899672832,11.660942802822
"AUT","1998-Q1",384557.4,209246.4,87109.7,97651.1,122332.6,129775,7976789,0,0,0,0,0,0,0,1998,1,7993,2.8563197048733,2.69888826388343,3.07729860169434,2.78293401398191,10.8157719770052,8.30709187227505,0.109728368101081,2.89750369653274,2.73563812080642,3.12513688307907,2.82201935327626,11.4223466597688,8.66188674379407,0.109788591700277,7993,0,12.8312851445227,12.2242789012638,11.3441505368686,11.4613268608225,11.6063411240302,11.6904865419727
"AUT","1998-Q2",387880.5,209059.7,86956.6,98925.2,126161.9,129806.3,7976789,0,0,0,0,0,0,0,1998,2,7994,3.92668830778042,2.36311230815698,2.83949218612616,3.84439429478576,10.2296055487049,7.75604212295473,0.109728368101081,4.00480178299845,2.39125505136959,2.88019005657687,3.9192472658552,10.7711367216241,8.06475245381664,0.109788591700277,7994,0,12.8291856983983,12.2267440130094,11.3447695007334,11.4636753450374,11.6430252262774,11.6962381970543
"AUT","1998-Q3",388578.9,211689.9,86800.1,98925.8,125684.5,129941.1,7976789,0,0,0,0,0,0,0,1998,3,7995,3.35357496101238,3.43447345472878,2.14413406392797,3.16179474060583,6.41933246801578,3.49356844797359,0.109728368101081,3.41044118950287,3.49413252672177,2.16728579028895,3.21231046596187,6.62985206570974,3.55531045211226,0.109788591700277,7995,0,12.8367157673631,12.2285330124154,11.3499217120822,11.4705074057494,11.677336752828,11.7399008653645
"AUT","1998-Q4",392203.4,211942.1,87161.4,100184,125543.2,129453.4,7976789,0,0,0,0,0,0,0,1998,4,7996,3.34470702928655,3.05406228409826,2.56104409127378,2.53290693781327,3.01653033141704,2.35341023175035,0.109728368101081,3.4012712287798,3.10117718253553,2.59412058970661,2.56525758535928,3.06248855825377,2.38132145546115,0.109788591700277,7996,0,12.8460887914603,12.2335277803034,11.3499064104308,11.4894347048657,11.7102398981162,11.7475421474844
"AUT","1999-Q1",395618.4,212958.7,85938.1,98429.2,126735.5,130514.6,7992323,0,0,0,0,0,0,0,1999,1,7997,2.83570477055619,1.75857452748982,-1.35409742486932,0.793658602453462,3.53586726871189,0.568291618628258,0.194550641258751,2.87629363002766,1.77412849157741,-1.34497076674583,0.796816420910762,3.59912239255931,0.569909458678497,0.194740013807571,7997,0,12.8598483415714,12.2512677839027,11.3749235228855,11.4891562009623,11.7144988438002,11.7735574606954
"AUT","1999-Q2",399301.3,214485.4,87180.9,99128.2,129721.2,132109.3,7992323,0,0,0,0,0,0,0,1999,2,7998,2.90189672673602,2.56218136746682,0.257612661311768,0.204995290248888,2.78215293077899,1.75862709597361,0.194550641258751,2.94441200318138,2.59528737485033,0.257944767849705,0.205205549243259,2.82121623089062,1.77418199270758,0.194740013807571,7998,0,12.8684525814761,12.2503751360909,11.3731644225947,11.5021192879852,11.7453212817645,11.7737986182838
"AUT","1999-Q3",405553.4,216113.7,87764.7,102352.1,134240.4,136755.1,7992323,0,0,0,0,0,0,0,1999,3,7999,4.27563161666473,2.06821900985155,1.10515959439841,3.40487555544478,6.58574239262606,5.11104640772544,0.194550641258751,4.36835350555576,2.08975487257541,1.11128904229372,3.46350497039196,6.80744244517024,5.24391435812073,0.194740013807571,7999,0,12.8702515169732,12.2628777469626,11.3713630527215,11.5021253531555,11.7415300775081,11.7748365498443
"AUT","1999-Q4",409206.3,219210.7,98033.4,100850.6,139925.3,139714.7,7992323,0,0,0,0,0,0,0,1999,4,8000,4.24388470823089,3.37202435888546,11.7546664571039,0.663171855063815,10.8458786332616,7.62815153904839,0.194550641258751,4.33522503884463,3.42952155329215,12.4734113954113,0.665375708696003,11.4558972528978,7.92663614860638,0.194740013807571,8000,0,12.8795358617532,12.2640684031444,11.3755168513435,11.5147637742439,11.7404052014304,11.7710762498019
"AUT","2000-Q1",409275.2,221085,86787.1,103552.2,144658.7,142259.2,8011566,0,0,0,0,0,0,0,2000,1,8001,3.39376801144411,3.74489927614174,0.983072345540847,5.07383253861757,13.2274937286308,8.61656478837247,0.240479164452623,3.4520133542828,3.8159042105347,0.987920375246842,5.20475631215127,14.1422095624351,8.99868673696276,0.2407685475174,8001,0,12.888205389277,12.2688535291775,11.3613825486368,11.4970927869869,11.7498575164873,11.7792403768817
"AUT","2000-Q2",413947.6,222059.3,87571,106273.6,149439.2,147125.4,8011566,0,0,0,0,0,0,0,2000,2,8002,3.60231260049932,3.47027925365087,0.446462267916736,6.96029388815429,14.1502089057013,10.7655674091861,0.240479164452623,3.66798204764172,3.53119606276231,0.447460395568311,7.20824144895198,15.2002910858056,11.3664215918183,0.2407685475174,8002,0,12.8974715487435,12.2759969497656,11.3757405492078,11.5041692408877,11.7731428110723,11.7913848892436
"AUT","2000-Q3",419779,222278.2,88493.7,105638.9,153098.7,150314.6,8011566,0,0,0,0,0,0,0,2000,3,8003,3.4475828156733,2.81250924053627,0.827199335597228,3.16078449244817,13.1450588993115,9.45386961570609,0.240479164452623,3.507700835451,2.85243369578143,0.830630082481898,3.21126777076386,14.0481553988218,9.91516952567033,0.2407685475174,8003,0,12.9130078331398,12.2835599370612,11.3824146486655,11.5361741087099,11.8073875014344,11.8259470139215
"AUT","2000-Q4",422624.6,224801.8,96643.4,107134.2,161102.1,158473.5,8011566,0,0,0,0,0,0,0,2000,4,8004,3.22648847086757,2.51857573538015,-1.42803212455771,6.04420403981791,14.0929616698878,12.5984900699819,0.240479164452623,3.2791039629644,2.55055980387817,-1.41788410888534,6.23060249517602,15.1343609768927,13.4265041545378,0.2407685475174,8004,0,12.9219747088355,12.2977886467333,11.4930635159145,11.5213954927945,11.848863987763,11.8473577651924
"AUT","2001-Q1",421352.3,225595.7,89230,107319.9,159271.9,159050.5,8042293,0,0,0,0,0,0,0,2001,1,8005,2.90815104390223,2.0197216201737,2.77593128019529,3.57382603733267,9.62356298290388,11.1571016072425,0.382799394483158,2.95085067455834,2.04025601013185,2.81481925309175,3.63845480829958,10.1018466224292,11.8033139508728,0.383533007154901,8005,0,12.9221430693914,12.306302521939,11.3712132720922,11.547831112373,11.8821324537736,11.8654060247654
"AUT","2001-Q2",420148.5,225435.9,88609.8,105898.6,159425.6,158408.4,8042293,0,0,0,0,0,0,0,2001,2,8006,1.48688244479978,1.50913980078169,1.17925680702573,-0.353486828602279,6.46877345722761,7.38912239240026,0.382799394483158,1.49799153322789,1.52058481675841,1.18623745303812,-0.352862799415843,6.68258395387555,7.66896810475961,0.383533007154901,8006,0,12.9334946747485,12.3106997423021,11.3802051718869,11.5737721797693,11.9146449001293,11.8990405633354
"AUT","2001-Q3",421844.3,225583.7,88887.9,103458.2,160633.4,154773.8,8042293,0,0,0,0,0,0,0,2001,3,8007,0.490790629409865,1.47615147561844,0.444466223049389,-2.08590082564672,4.80419385566009,2.92342650886663,0.382799394483158,0.491996979362952,1.48710039940938,0.445455439200759,-2.06429639081815,4.92146569500589,2.96657809687149,0.383533007154901,8007,0,12.9474836612966,12.3116850294665,11.3906866420215,11.5677819536344,11.9388380904275,11.9204857100786
"AUT","2001-Q4",422838.2,227835.9,90907.5,102320.1,160778.3,155287.9,8042293,0,0,0,0,0,0,0,2001,4,8008,0.0505285400008049,1.34065078725101,-6.11854096561935,-4.59761196144015,-0.2011928090214,-2.03065735062804,0.382799394483158,0.0505413078178751,1.34967780507096,-5.93511817671977,-4.49352307666459,-0.200990551954328,-2.01017835789581,0.383533007154901,8008,0,12.9542395935442,12.3229744040871,11.478783194669,11.5818375331927,11.9897936044619,11.9733426658922
"AUT","2002-Q1",427517.6,225607.3,90237.9,104486.4,165689.1,158501.9,8080292,0,0,0,0,0,0,0,2002,1,8009,1.45261562717192,0.00514180978505862,1.12322102903128,-2.6757174369429,3.95003361153758,-0.345518122853505,0.471376895953668,1.46321735991473,0.0051419419784926,1.12955284097276,-2.64023727193186,4.02908485426494,-0.344921895875838,0.472489624538674,8009,0,12.9512245798304,12.3264997381407,11.3989725848942,11.5835693727464,11.9783680836027,11.9769770408379
"AUT","2002-Q2",428639.7,228365.1,89961.9,101952.8,167173.5,157848,8080292,0,0,0,0,0,0,0,2002,2,8010,2.00084856936975,1.29098026770613,1.51437863910093,-3.79720714144121,4.74548395468979,-0.354396361013798,0.471376895953668,2.02099971795686,1.29934939377447,1.525903455374,-3.72601715225698,4.85988448530223,-0.353769118304326,0.472489624538674,8010,0,12.9483634991965,12.3257911403099,11.3919977399572,11.5702373114832,11.9793326347016,11.9729317872594
"AUT","2002-Q3",428582.3,226940.6,88755.7,101483.7,165987.1,155039.9,8080292,0,0,0,0,0,0,0,2002,3,8011,1.58464963313403,0.599704398940482,-0.148837362454657,-1.92694719430975,3.27853244915701,0.171780696228296,0.471376895953668,1.59727178961526,0.601506225848758,-0.14872665458403,-1.90850024454321,3.33286850679873,0.171928323786075,0.472489624538674,8011,0,12.9523915675907,12.3264465442227,11.395131304252,11.5469229453779,11.9868800289841,11.9497199751673
"AUT","2002-Q4",426446.4,227583.1,91255.8,98189.2,165990.5,156523.2,8080292,0,0,0,0,0,0,0,2002,4,8012,0.849708498057389,-0.111018655771744,0.382404605583986,-4.12099049173307,3.19041604137382,0.792342840100879,0.471376895953668,0.853328767363037,-0.110957052861282,0.38313670489234,-4.03723217627818,3.24185539964039,0.795490183072878,0.472489624538674,8012,0,12.9547448789442,12.3363809119596,11.4175977850128,11.5358614135783,11.9877816763716,11.953036092386
"AUT","2003-Q1",428490.5,229566.5,89346.9,104394.1,165555.2,160672.3,8114402,0,0,0,0,0,0,0,2003,1,8013,0.227311031032684,1.73968706203436,-0.992297021840827,-0.0883758953158065,-0.0808466785953144,1.36003063812975,0.421249706113969,0.227569578422049,1.75490775342819,-0.987389999102373,-0.0883368553227903,-0.0808140064735619,1.36932112485717,0.422138209856771,8013,0,12.9657507361022,12.3265511562386,11.4102047951845,11.5568121983769,12.0178684197181,11.9735218596093
"AUT","2003-Q2",431464.7,231571.1,90189.4,104572.4,163786.2,159726.8,8114402,0,0,0,0,0,0,0,2003,2,8014,0.656899362127916,1.39412897972715,0.252565616716716,2.53696933936585,-2.04702764807525,1.18323111269767,0.421249706113969,0.659061678141337,1.4038922760089,0.252884832356814,2.5694242826092,-2.02621827024019,1.19025898332572,0.422138209856771,8014,0,12.9683719848902,12.338700942987,11.4071415263482,11.5322652400688,12.0267874742485,11.9693878236493
"AUT","2003-Q3",434683.4,233954.2,92779.7,105670.3,169520.3,164179.5,8114402,0,0,0,0,0,0,0,2003,3,8015,1.41351650701438,3.04370604750694,4.43402142176055,4.04256750233696,2.10626091676414,5.72778383301404,0.421249706113969,1.42355388918303,3.09050033356746,4.53379332256971,4.12539156534499,2.12859915017491,5.894998642285,0.422138209856771,8015,0,12.968238063922,12.3324435882121,11.3936429306274,11.5276534734348,12.0196653534757,11.9514377821295
"AUT","2003-Q4",435967.9,234001.5,92000,106874.6,171922,165742,8114402,0,0,0,0,0,0,0,2003,4,8016,2.20819318428127,2.78120791738559,0.81220249625602,8.47599548810472,3.51103277811671,5.72281206362977,0.421249706113969,2.23275422186704,2.82024456121741,0.815509808691606,8.84557568449484,3.57339727273549,5.88973391803898,0.422138209856771,8016,0,12.9632419639248,12.3352707254018,11.4214218310686,11.494651508661,12.0196858367854,11.960959520787
