country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted
ESP,2019-Q4,2103792.3,1597553.1,422956.8,701354.1,628612.8
ESP,2020-Q1,1994871.4,1530586.7999999998,414294.1,649450.1,600876.2
ESP,2020-Q2,1639976.1,1290926.4,332205.9,448807.8,431052.1
ESP,2020-Q3,1900768.8,1481539.7,394151.4,572448.5,546597.1
ESP,2020-Q4,1914564.5,1497473,395273,600198.3,579427.1
ESP,2021-Q1,1937570.6,1500659.7,392713.1,610642.5,588017.3
ESP,2021-Q2,1964132.8,1533938.4,391182.4,626800.2,610713.3
ESP,2021-Q3,2002847.9,1552919.7999999998,393722.5,655902.6,626389.3
ESP,2021-Q4,2043535.8,1568793.7999999998,398782.9,681574.2,656118.4
ESP,2022-Q1,2075653.2,1582279.5,409787.9,698213.6,660281.6
ESP,2022-Q2,2110970.5,1597579.5,408752,744529.4,684725.9
ESP,2022-Q3,2128190.5,1608531.7,415870.9,746020.5,672935.9
ESP,2022-Q4,2139597.8,1600535.3,408943.4,752400.4,655128.8
ESP,2023-Q1,2150510.4,1617946.5,430148.3,757546.6,669340.2
ESP,2023-Q2,2153604.7,1631570.7,433156.8,753093.2,671504.2
ESP,2023-Q3,2170613.5,1645914,437478.3,740762.1,661851.8
ESP,2023-Q4,2187727.8,1653224.2,439602.7,753581.4,669511.7
ESP,2024-Q1,2212079.8,1662084.9,446312.6,769824.9,678530.7
ESP,2024-Q2,2232407.3,1676672.3,448371,774634.6,682687.3
ESP,2024-Q3,2249488.6,1698860.2999999998,445857.3,777319.9,690571.5
ESP,2024-Q4,2267790.6,1709944.4,461869.9,777999.5,699181.4
EST,1995-Q1,21154.2,15739,2711.5,8892.4,7200
EST,1995-Q2,20943.5,15827.5,2694.3,8019.8,7050.5
EST,1995-Q3,20865.3,15905.2,2676.1,8392.4,6801.3
EST,1995-Q4,21089.3,16093.7,2832.9,8380.7,7524.3
EST,1996-Q1,21295.3,16190,2917.1,8884.7,7299.7
EST,1996-Q2,21659.7,16427.9,3438.5,8203,7265
EST,1996-Q3,22338.6,16775.6,3309.6,8464.9,7872.1
EST,1996-Q4,22805.7,17063.5,3354.7,8992.9,8323.2
EST,1997-Q1,23628.9,17440.6,3676.8,10091.4,8550.7
EST,1997-Q2,24611.3,17819.6,3780.6,10467.7,9394.6
EST,1997-Q3,25282.5,18038.6,4133.5,10761,10512.4
EST,1997-Q4,26095,18298.3,4472.3,11997.1,11224
EST,1998-Q1,26285.7,18510.1,4966.6,12754.1,11835.6
EST,1998-Q2,26142.2,18554.5,5197.5,12443.9,11511.6
EST,1998-Q3,26135.1,18812.4,4940.4,11800.6,11363.6
EST,1998-Q4,25636.6,18499.1,4746.6,12008.8,10531.8
EST,1999-Q1,25450.5,18740.3,4342.2,12014.5,10425.7
EST,1999-Q2,25678.9,18615.4,4245,11788.9,10280.8
EST,1999-Q3,25928.1,18391.1,4203.4,12606.9,10457.8
EST,1999-Q4,26610.2,19016,4227.5,12831.7,11318.6
EST,2000-Q1,27627.9,18853.4,4632.2,11475.4,9483.2
EST,2000-Q2,28309.8,19288.699999999997,4633.9,11422.9,9822.9
EST,2000-Q3,28659.8,19463.5,4838.4,11833.7,10447.5
EST,2000-Q4,29295.5,19432.1,5245.8,11103.3,10461.1
EST,2001-Q1,29696.2,19878.800000000003,5230.7,12237,10774.6
EST,2001-Q2,29729.2,20002.699999999997,5158.7,12372.1,11531.7
EST,2001-Q3,30339.4,20297.9,5682.9,12124.3,11547.9
EST,2001-Q4,30793.4,20933.6,5799.2,11992.6,11374.8
EST,2002-Q1,31035.8,21049,5944.9,12603.4,12707.9
EST,2002-Q2,32130.9,21621,6622.3,12775.3,13193.7
EST,2002-Q3,32785.1,22322.3,7010.8,12263.5,12730.9
EST,2002-Q4,33029.8,22478.4,7365.8,12442.8,12655.1
EST,2003-Q1,33771.9,22989.4,8376.9,13557.2,14384.6
EST,2003-Q2,34558.7,23450.8,7542.5,13944.5,14386.4
EST,2003-Q3,34905.5,23795.3,8006.3,13565.5,14539.9
EST,2003-Q4,35813.7,23999.7,8025.8,14100.4,15111.8
EST,2004-Q1,36645.5,24544.8,7903.8,13229,14433.4
EST,2004-Q2,36391.8,24910.7,8655.8,15828.8,17851.2
EST,2004-Q3,37212.8,24997.7,8731.2,17773.8,17238
EST,2004-Q4,37992.1,25733.1,8304,17901.1,18054.2
EST,2005-Q1,38660.5,25924.9,8707.8,18092.4,17882.4
EST,2005-Q2,40189.4,26527.7,9566.4,18732.4,18912.1
EST,2005-Q3,41148.5,27328.4,10473.9,19758.1,20464.7
EST,2005-Q4,42093.2,28277.5,9914.6,21088.3,21767.3
EST,2006-Q1,43065.8,28843.800000000003,11262.9,20611.8,22720.6
EST,2006-Q2,43967.5,29610.1,11027.9,21428.8,23589.5
EST,2006-Q3,44968.7,30474.699999999997,12738.1,21467.3,24136.8
EST,2006-Q4,46088.3,30764.300000000003,12460.2,21573.9,25116.7
EST,2007-Q1,47611,31867.9,13610.6,23499.4,27635.4
EST,2007-Q2,47793.8,32025.800000000003,13514.7,24769.7,27995.6
EST,2007-Q3,47896.1,32310.4,12994.6,23436.9,26674.8
EST,2007-Q4,47609.9,32721.8,12576.8,24081,25894.9
EST,2008-Q1,46549.3,31979.399999999998,12727.4,24581.4,27094.1
EST,2008-Q2,47033.8,32209.4,11856.8,24150.1,25313.9
EST,2008-Q3,47050.1,31669.9,11254,24919.2,25810
EST,2008-Q4,41467,30537.399999999998,10154.5,22985.7,23451.5
EST,2009-Q1,40372.9,29513.1,8449.6,19901.5,18934.8
EST,2009-Q2,39002.8,28358.8,6995.6,18735.1,16867.5
EST,2009-Q3,38298.8,27616,6816.5,19002.9,16877.9
EST,2009-Q4,38491.2,27528,6657.7,19411.6,17884.8
EST,2010-Q1,38891.3,27629.4,6576.5,20797.4,19319.6
EST,2010-Q2,39511.7,27776.9,7164.7,22589.3,20624.4
EST,2010-Q3,40132.7,27814.8,6729.2,24822.8,21560.7
EST,2010-Q4,41036.1,28146.7,7441.7,27502.3,23703.9
EST,2011-Q1,42092.6,28589.7,8703.3,28356.3,26216.6
EST,2011-Q2,42688.6,28625.1,8863.3,29305.5,26826.9
EST,2011-Q3,43247.7,28803.1,9834.1,30886.3,28362.8
EST,2011-Q4,43240.7,28913.9,10330,30301.6,27161
EST,2012-Q1,43537.8,29350.699999999997,9242.9,31013.8,28434.8
EST,2012-Q2,44261.3,29735.9,11152.4,30466.6,29254.4
EST,2012-Q3,44632.3,30335.7,11182.4,31447.7,31270.4
EST,2012-Q4,45102.5,30713.1,10716.6,31665.4,30098.3
EST,2013-Q1,45271.8,30883.9,9711.1,32222.5,30445.8
EST,2013-Q2,45180,31294.1,10214.8,32742,31083.7
EST,2013-Q3,45103.4,31369,11352.6,31968.4,30791
EST,2013-Q4,45046.3,31437.3,11585.7,31131.3,29769.2
EST,2014-Q1,45893.8,31777.300000000003,10588,32014.4,31382.7
EST,2014-Q2,46115.4,31950.1,10444.8,32729.8,30955.1
EST,2014-Q3,46704.2,32490.4,9942.5,33475.4,31619.7
EST,2014-Q4,47456.4,33024.7,10991.6,33214.9,31312.2
EST,2015-Q1,46768.4,33275,9888.6,32656.9,31151.5
EST,2015-Q2,47652.8,33564.8,9672.4,32385.3,30057.4
EST,2015-Q3,48038,33833.4,9928.4,32205.3,30470.2
EST,2015-Q4,47965,34092.9,11045.9,32218.9,30941.6
EST,2016-Q1,48721.5,34576,10802.6,32970.5,32229.8
EST,2016-Q2,48613.6,34910,10971,34493.3,33375.6
EST,2016-Q3,49133.4,34960,10171.1,34435.7,31978.1
EST,2016-Q4,49727,35065.2,10861.8,33793.9,32384.5
EST,2017-Q1,50715.1,35341.2,12930.9,35341.9,33858.5
EST,2017-Q2,51581.7,35320.7,13030.3,35448.1,33563.8
EST,2017-Q3,51788,35793.2,11996.1,35701.7,33533.4
EST,2017-Q4,52534.3,36113.4,11049.3,35745.1,33601.6
EST,2018-Q1,52868.2,36001.7,13361.1,36052.9,34770.1
EST,2018-Q2,53390.5,36962,13164.6,37423.2,36101.3
EST,2018-Q3,53779.5,37177.2,13499.2,36068.8,35663.3
EST,2018-Q4,54305.1,37640.600000000006,13718.4,36796.6,36620.7
EST,2019-Q1,55347.3,38321.9,13899.8,38238.6,36625.9
EST,2019-Q2,55442.6,38236.3,15176.5,38816.8,37463
EST,2019-Q3,55552.9,38048.1,14819.5,39142.3,38086
EST,2019-Q4,55849.8,38856.8,13317.4,37481.9,36329.6
EST,2020-Q1,54845.2,39470.7,15082.6,38650.5,35126.9
EST,2020-Q2,52109.3,36798.8,13220.8,31995.5,30466.9
EST,2020-Q3,54315.4,38570.7,15814.5,37224.2,37663.3
EST,2020-Q4,55321.1,39375,21954,39500.2,46157.1
EST,2021-Q1,57572.2,39931.5,19928.4,41725.9,44768.3
EST,2021-Q2,58806.4,40969.8,18682.2,44229,48531.3
EST,2021-Q3,58523.2,41615.4,16323.9,45382.7,45599.3
EST,2021-Q4,59364.2,41915.1,15263.1,50836.3,46173.6
EST,2022-Q1,58866.9,42290,14082.2,48125.5,48866.8
EST,2022-Q2,58046,41993.3,14709,48844.9,49914
EST,2022-Q3,57813.8,41652.6,15061.6,47488.7,48163.5
EST,2022-Q4,56749.1,41166.9,15377.5,47709.1,47592.3
EST,2023-Q1,56322.5,41242.2,14619.3,46055,47749.3
EST,2023-Q2,56253.8,41181.3,13902.1,43725,45203.3
EST,2023-Q3,56095.5,41361.5,16498.4,42580.2,44156.8
EST,2023-Q4,56285.2,41537,15639,42263.6,43334.1
EST,2024-Q1,56336.1,41549.3,14381.7,42635.7,44869.9
EST,2024-Q2,56230.9,41580.9,14711.2,43277,44887
EST,2024-Q3,56136.9,41493.6,13933.7,42662.5,45162.6
EST,2024-Q4,56061.8,41802.3,13956.3,43405.5,45948.4
EU15,1961-Q1,5139134.9,3865935.1,1182573.3,468936.9,456453.7
EU15,1961-Q2,5182436.8,3884818.5999999996,1176474.3,472710.9,461395.9
EU15,1961-Q3,5252354.2,3953540.4,1197789.9,478492.9,468556.6
EU15,1961-Q4,5304679.9,4003384.7,1210484.5,482197.9,475249.5
EU15,1962-Q1,5377050.2,4058124,1243244.5,491771.2,486851.1
EU15,1962-Q2,5440321.1,4129484.9,1254624.1,493424.6,492352.4
EU15,1962-Q3,5524151.1,4176929.8,1268822.3,502284.5,508978.6
EU15,1962-Q4,5548560,4237951.9,1273541.3,507276.5,522834.4
EU15,1963-Q1,5503873.2,4286323.3,1180622.5,493502.4,504221.5
EU15,1963-Q2,5706891.2,4369124.2,1331703.6,522727.8,545321.4
EU15,1963-Q3,5831625.6,4418629.8,1368935.1,537773.3,559565
EU15,1963-Q4,5902045.2,4462962.5,1388501.4,543300.6,561464.8
EU15,1964-Q1,5982368.9,4511389.4,1408468.5,556644.7,585941.5
EU15,1964-Q2,6042641.5,4521483.9,1441290.9,569399,594093.1
EU15,1964-Q3,6094758.6,4564003.7,1447828.6,569363.5,594223.4
EU15,1964-Q4,6162773.9,4642363.9,1464453.1,589245,610297.6
EU15,1965-Q1,6228534.8,4657035.9,1456495.7,601275.4,609462.7
EU15,1965-Q2,6301885.9,4741448,1494861.3,606555.3,639032.9
EU15,1965-Q3,6363634.6,4796152.6,1510987.4,618937.7,652098.2
EU15,1965-Q4,6437456.4,4857359.7,1530742.9,643736.2,667234.6
EU15,1966-Q1,6487404.4,4881073,1542468.6,641003.5,683452.4
EU15,1966-Q2,6564042.7,4941956.9,1555901.2,655376.5,678552.8
EU15,1966-Q3,6625793.5,4968406.199999999,1572445.4,677067.7,689683.7
EU15,1966-Q4,6627100.1,5010259.4,1576632.5,689282.2,689611.2
EU15,1967-Q1,6685953,5071199.1,1577723.4,690976.6,695526.3
EU15,1967-Q2,6749075,5125627.2,1589654.6,700247.1,713150.6
EU15,1967-Q3,6836576.4,5173134.300000001,1604893.1,700379.5,711877.6
EU15,1967-Q4,6909821.7,5230373.8,1656508.2,710252.6,735724.8
EU15,1968-Q1,7036036.1,5287060.199999999,1676609.8,762512.7,751704.4
EU15,1968-Q2,7024679.8,5300339.1,1655454.5,744884.4,750742
EU15,1968-Q3,7246785.4,5410153.2,1722295.3,803673.1,805203.2
EU15,1968-Q4,7361321.4,5485350,1789103.6,828361.9,833919.5
EU15,1969-Q1,7461958.7,5551738.2,1781325.6,847408.7,857515.8
EU15,1969-Q2,7566922.5,5612892.2,1825503.4,877209.9,888342.1
EU15,1969-Q3,7673184.1,5677486.300000001,1862016.4,888734.7,905559.5
EU15,1969-Q4,7725839.6,5724756.8,1855447.3,902211.6,925825.3
EU15,1970-Q1,7802096.5,5801728.1,1852144.5,935016.4,961130.1
EU15,1970-Q2,7966820.1,5905193.3,1922336.2,947537.4,993376.2
EU15,1970-Q3,8086573.1,5974903.8,1961716.8,965736.9,1009544.6
EU15,1970-Q4,8157318.3,6061717.5,1973260.6,991348.3,1033885.1
EU15,1971-Q1,8113482.9,6071707.2,1965823.1,995613.6,1034989.6
EU15,1971-Q2,8242647,6184970.699999999,2008815.8,1011278.8,1037800.4
EU15,1971-Q3,8376347.8,6257153.6,2021216.6,1045261.7,1050662.3
EU15,1971-Q4,8410086.3,6318281,2051320.5,1043353.4,1069506.9
EU15,1972-Q1,8496251.2,6412653.7,2067419.5,1071473.4,1105516.3
EU15,1972-Q2,8604075.3,6469870.9,2090997.3,1091679,1130001.4
EU15,1972-Q3,8726293.9,6572098.300000001,2126939,1093041.4,1138915
EU15,1972-Q4,8863915.3,6646114.699999999,2169179.4,1165610.4,1209080.4
EU15,1973-Q1,9045422.7,6765884.1,2215721.8,1177705,1227779.2
EU15,1973-Q2,9149235.1,6834269.800000001,2201913.3,1221052.9,1257660.2
EU15,1973-Q3,9226937.8,6869957.199999999,2217933.8,1239211,1287020.1
EU15,1973-Q4,9325803.4,6930089.300000001,2214908.9,1256395.6,1310573.9
EU15,1974-Q1,9346089.7,6924717.3,2205354.7,1304563.9,1302057.4
EU15,1974-Q2,9394115.6,6989861.3,2145543.6,1300352.1,1308393.1
EU15,1974-Q3,9418581,7031395.699999999,2132487.1,1323053.5,1313159.2
EU15,1974-Q4,9315875.6,7033381.1,2093018.1,1286326.7,1259358.3
EU15,1975-Q1,9272801.6,7097531,2073880.2,1255404,1208239.6
EU15,1975-Q2,9232399.6,7144305.600000001,2017612.3,1239379.8,1195266.5
EU15,1975-Q3,9286431,7209723.699999999,2023642.6,1248784.1,1226109.8
EU15,1975-Q4,9433806.9,7292717.9,2047573.5,1291496.6,1263103.6
EU15,1976-Q1,9550939.5,7357587.8,2057913.1,1329258.7,1296874.5
EU15,1976-Q2,9660743.9,7420370.1,2066970.1,1361916.1,1339652.1
EU15,1976-Q3,9754456.5,7477214.3,2060780.5,1391644.9,1360191.6
EU15,1976-Q4,9901825.9,7526375.2,2103345.3,1419136.9,1388362.1
EU15,1977-Q1,9945554.5,7542158.1,2123405.7,1412534,1361143.4
EU15,1977-Q2,9949059.8,7585107.800000001,2112537.4,1442405.5,1372927.9
EU15,1977-Q3,9969023,7652240,2108334.5,1463074.9,1374810.6
EU15,1977-Q4,10086388.3,7723820.6,2141256.2,1485569.5,1382093.9
EU15,1978-Q1,10170950.7,7788016.9,2155081.8,1485845.1,1382177.2
EU15,1978-Q2,10260973.7,7833344.1,2157498.5,1514096.3,1407632.7
EU15,1978-Q3,10333536.7,7933590.199999999,2183475.1,1547226.6,1441154.6
EU15,1978-Q4,10465231.4,7989022,2200725.1,1563401.5,1468539.1
EU15,1979-Q1,10493271.3,8043137,2187690.1,1562780.7,1485163.3
EU15,1979-Q2,10720561.4,8216211.300000001,2278730.5,1623920.8,1552012
EU15,1979-Q3,10720578.8,8175395.3,2293723.6,1639937.8,1572255.8
EU15,1979-Q4,10835572.9,8251848.5,2324446.6,1653746.4,1598284.2
EU15,1980-Q1,10903975.6,8314990.199999999,2327662.7,1689056.4,1621784.1
EU15,1980-Q2,10819254.7,8299295,2293308.3,1614957.1,1576239.3
EU15,1980-Q3,10803851.9,8361257.5,2269212.6,1603790.8,1555662
EU15,1980-Q4,10816582.7,8356126.2,2256248.3,1608600.8,1520528.9
EU15,1981-Q1,10829005.9,8421157,2218469.4,1636027.1,1511146.6
EU15,1981-Q2,10845444.3,8414370.4,2226982,1682077.5,1525110.2
EU15,1981-Q3,10893080.5,8457094.5,2203880.8,1733326.3,1551023.6
EU15,1981-Q4,10926719.5,8467998.9,2157877.7,1721884.6,1537802.8
EU15,1982-Q1,10969057.7,8509881.6,2170726.2,1719049.8,1565732
EU15,1982-Q2,10966619.2,8515905.3,2170883.3,1710187.3,1564955.5
EU15,1982-Q3,10951161,8533368,2157671.2,1692680.1,1549047
EU15,1982-Q4,10980923.2,8587199.7,2165009.9,1720857.1,1535252.2
EU15,1983-Q1,11056266.2,8598798.3,2168133.4,1731642.4,1538725.6
EU15,1983-Q2,11113579.9,8652583.3,2174491.5,1758024.8,1561071.4
EU15,1983-Q3,11184397.8,8662407.8,2178529.4,1781877.1,1576331
EU15,1983-Q4,11313041.8,8717990.5,2193796.1,1820134.1,1609259.6
EU15,1984-Q1,11391351.3,8748709.3,2191984.5,1883948.5,1633879.2
EU15,1984-Q2,11330840.9,8779498,2173578.6,1878822.2,1649705.2
EU15,1984-Q3,11488201.8,8811776.4,2214512.3,1935611.2,1683570.3
EU15,1984-Q4,11558686,8856351.7,2233412.9,1964651.7,1701874.5
EU15,1985-Q1,11589191.6,8931807,2229788.8,1986843.4,1744967
EU15,1985-Q2,11718266.3,8965975.3,2250573.6,2001440.4,1729732.8
EU15,1985-Q3,11811542.1,9054784.5,2267037.4,2003856.9,1744703.6
EU15,1985-Q4,11890028.8,9134580.5,2298837.5,2011387.4,1763160.8
EU15,1986-Q1,11912346.3,9220437.4,2289151.1,2016160.3,1785281.1
EU15,1986-Q2,12041968.7,9323699.6,2309121.9,2026003.1,1831479.5
EU15,1986-Q3,12111202.7,9397979.3,2349396.7,2034003.8,1877183.8
EU15,1986-Q4,12193221.9,9447107.4,2398259,2033423.9,1879857.6
EU15,1987-Q1,12157632.5,9497571.600000001,2348764.9,2046503.7,1912851.5
EU15,1987-Q2,12357857.1,9650715.2,2449597.9,2073469.9,1962073.1
EU15,1987-Q3,12489340.6,9728840.3,2505949,2148986.9,2030295.1
EU15,1987-Q4,12667715.2,9853799.2,2549328,2153063.5,2076245.2
EU15,1988-Q1,12758986.5,9896442.8,2607240.7,2130546.1,2057820.8
EU15,1988-Q2,12874493.9,9977460.399999999,2661775.8,2221081.2,2135792.4
EU15,1988-Q3,13025828.3,10090003.3,2707546.3,2261444.8,2202634.4
EU15,1988-Q4,13156778,10177818.7,2738457,2296470.7,2267211.1
EU15,1989-Q1,13303995,10216513.5,2828360.9,2363662.8,2306361.3
EU15,1989-Q2,13383019.1,10281859.3,2828559,2400532,2344654.6
EU15,1989-Q3,13488200.4,10379733.9,2877709.3,2420695.7,2372259.9
EU15,1989-Q4,13612565,10453222.3,2915923.1,2449582.6,2427645.2
EU15,1990-Q1,13740876.4,10527196.5,2968336.5,2507644.2,2463403.5
EU15,1990-Q2,13815395.4,10627742.8,2972568,2514125.5,2495516
EU15,1990-Q3,13863201,10659859.7,2985850.3,2594614.6,2529585.8
EU15,1990-Q4,13986147.9,10712891.2,2998082.9,2648214.1,2572565.4
EU15,1991-Q1,14063450.1,10805763.100000001,2972537.1,2660567.6,2588126
EU15,1991-Q2,14089563.8,10848598.2,2984382.1,2648785.8,2611208.8
EU15,1991-Q3,14126357.7,10885270.7,2974984.1,2704753.4,2635799.7
EU15,1991-Q4,14213300.4,10948299,2997059.4,2733688,2644429.2
EU15,1992-Q1,14329960.3,11046488.5,3029268.9,2778691.4,2719436.7
EU15,1992-Q2,14256125.5,11090430.100000001,2985674.2,2770360.1,2724611
EU15,1992-Q3,14253277.9,11111820.5,2932850.3,2776474.9,2707788.1
EU15,1992-Q4,14231886.2,11126086.1,2885315.6,2781288.8,2701404.4
EU15,1993-Q1,14171283.1,11089307.2,2831847.2,2777293.6,2604086.3
EU15,1993-Q2,14192897,11096836.9,2801910.7,2758377.3,2579775.8
EU15,1993-Q3,14262377.9,11159004.2,2789255.7,2817394.6,2616137.5
EU15,1993-Q4,14313651.8,11194321.3,2774261.5,2898415.8,2647017.2
EU15,1994-Q1,14446851.8,11249093.8,2819406.9,2970974.5,2718183.9
EU15,1994-Q2,14566348.4,11299683.5,2845433.4,3038547.1,2794533.5
EU15,1994-Q3,14686217.2,11356843.7,2871027.5,3105761.7,2856848.5
EU15,1994-Q4,14824468.5,11417439.1,2923875.4,3205992.5,2967818.3
EU15,1995-Q1,14889247.7,11410552.2,2917695.4,3308727.2,2971379.8
EU15,1995-Q2,14969288.7,11494024.7,2942290.5,3357187.7,3049530.6
EU15,1995-Q3,15041685.2,11535024,2956050.6,3350394.9,3073287.6
EU15,1995-Q4,15096649.2,11580630.4,2992473,3388683.1,3110465.4
EU15,1996-Q1,15126382.3,11665642.5,2899264.9,3433073,3133844.7
EU15,1996-Q2,15227198.8,11703811.600000001,3052780.7,3459697.1,3145386.5
EU15,1996-Q3,15308233.8,11782469,3090938.1,3511762.1,3185375.3
EU15,1996-Q4,15403526.2,11820240.8,3079281.5,3615181.3,3273556.7
EU15,1997-Q1,15491023,11871496.8,3029298.2,3738165.8,3356801.4
EU15,1997-Q2,15677788.3,11964921.1,3076777,3852037.4,3465160.7
EU15,1997-Q3,15799371.5,12039484.6,3108078.8,3965156.4,3553874.6
EU15,1997-Q4,15981557.5,12140697,3184770.3,4035318.2,3644729.2
EU15,1998-Q1,16092950.8,12235978.700000001,3242430.6,4103082,3768210.3
EU15,1998-Q2,16164449.9,12318351.700000001,3256571.1,4157406,3826949.7
EU15,1998-Q3,16244927.4,12428752.5,3298590.3,4168634.6,3875801.1
EU15,1998-Q4,16306678.7,12514548.2,3338863,4147936.1,3931983.4
EU15,1999-Q1,16460932.9,12619356.3,3397382.5,4191377.2,3993202.3
EU15,1999-Q2,16538370.3,12723270.1,3429990.8,4289754.1,4078575.9
EU15,1999-Q3,16764999.9,12836577.7,3490005.4,4424628.4,4195748.7
EU15,1999-Q4,16963485.7,12951873.3,3513272.8,4557275.9,4314944.3
EU15,2000-Q1,17174563.2,13074737.8,3593800.3,4722020.5,4435168.9
EU15,2000-Q2,17334478.5,13163401.6,3653041,4880981.6,4590426.9
EU15,2000-Q3,17453885.1,13242278.7,3658540.7,4986356.1,4707576.8
EU15,2000-Q4,17546518.8,13298513.1,3669676,5150506.3,4847303.2
EU15,2001-Q1,17716765.2,13414788.3,3694667.7,5169586.2,4809841.5
EU15,2001-Q2,17735252.8,13432071.8,3711331.9,5110621.3,4809081.1
EU15,2001-Q3,17784637.2,13511125.7,3686942.1,5073649.1,4752114.1
EU15,2001-Q4,17789269,13601059,3667071.9,5067223.2,4699011
EU15,2002-Q1,17830563.1,13614228.1,3649316.2,5132228.2,4751819.6
EU15,2002-Q2,17916715.3,13660576.2,3620399.9,5201063.2,4809209.1
EU15,2002-Q3,17995956,13743165.899999999,3654971.9,5217203.4,4814285.7
EU15,2002-Q4,18042720.7,13826507.399999999,3700990.1,5237090.6,4875210.6
EU15,2003-Q1,18037661.4,13840933.5,3707210.9,5208852.2,4898689.1
EU15,2003-Q2,18066682.4,13909439.6,3670139,5169176.5,4875310.2
EU15,2003-Q3,18192180.9,14010073.1,3704551.6,5240569,4921509.3
EU15,2003-Q4,18315446.6,14071368.2,3737741.4,5361721.7,5041849.4
EU15,2004-Q1,18406942.5,14125588,3751280.3,5460042.1,5088383.6
EU15,2004-Q2,18517119.9,14180701.5,3778078.8,5621713.1,5211761.2
EU15,2004-Q3,18564632.9,14229155.7,3794787.4,5630711.4,5292459.1
EU15,2004-Q4,18644096.4,14318016.4,3810616.8,5707525.8,5371154.1
EU15,2005-Q1,18707382.8,14386679.6,3827326.9,5729850.1,5374621.3
EU15,2005-Q2,18831324.9,14479377.5,3904964.5,5858075.5,5536061.4
EU15,2005-Q3,18976007.7,14546455.9,3953444.3,5984233.4,5631782.8
EU15,2005-Q4,19112717.6,14588993.7,3986910.7,6099587.4,5757143.4
EU15,2006-Q1,19279989.9,14675942.3,4035753.7,6316362,5963994.4
EU15,2006-Q2,19469646.2,14739969.600000001,4126063.7,6471722.1,6083289.8
EU15,2006-Q3,19558192,14798070.2,4154484.6,6414147.4,6019548.1
EU15,2006-Q4,19753741.5,14895639.3,4219752.7,6598170.2,6174883.5
EU15,2007-Q1,19893138.3,14951369.5,4274399.9,6650169.1,6277189.4
EU15,2007-Q2,20030692.3,15053702,4317022.8,6777918,6323607
EU15,2007-Q3,20126265.5,15140612,4322041.4,6860685.9,6460228.1
EU15,2007-Q4,20236961.4,15186019.399999999,4431598.3,6925600,6512730
EU15,2008-Q1,20351673.3,15240272.8,4387520.7,7017247.1,6512558.1
EU15,2008-Q2,20246441.2,15210227.2,4337891.7,6958039.8,6467939
EU15,2008-Q3,20099324.8,15158291.100000001,4251132.3,6890094.8,6419481.5
EU15,2008-Q4,19730103.2,15081212.399999999,4122862.4,6502982.8,6113186.5
EU15,2009-Q1,19183526.1,15082341.6,3892813.8,5970087.7,5695872.4
EU15,2009-Q2,19175297.3,15108119.5,3796247.7,5929465.1,5572846.9
EU15,2009-Q3,19236751.2,15166280.2,3766524,6061999.4,5709922
EU15,2009-Q4,19313700.7,15195083.6,3750060.4,6190961.9,5792846.6
EU15,2010-Q1,19406921.7,15208901.5,3739563.2,6323403.9,5947172.9
EU15,2010-Q2,19601237.8,15280222.2,3807282,6610731.9,6205962
EU15,2010-Q3,19696662.8,15322086.1,3815805.9,6736648.8,6279950.1
EU15,2010-Q4,19791253,15344308.2,3826652.1,6851148,6383963.1
EU15,2011-Q1,19948668.7,15313025.1,3843385.5,7016542,6455347.9
EU15,2011-Q2,19947764,15280318.5,3843345.2,7047313.4,6474383.5
EU15,2011-Q3,19952565,15268923.299999999,3852067,7109262.9,6480025
EU15,2011-Q4,19884928.3,15235368.399999999,3833761.3,7087069.2,6400722.1
EU15,2012-Q1,19873996,15241887.6,3802145.6,7179371.1,6420981.3
EU15,2012-Q2,19815669.4,15185586.3,3766086.5,7180180.8,6423128.8
EU15,2012-Q3,19825893.1,15202274.4,3718303.5,7260805.1,6406175.5
EU15,2012-Q4,19743098.5,15191903.8,3708453.5,7189349.9,6348831.2
EU15,2013-Q1,19701946.7,15127450.9,3632286.5,7241928.9,6362271.1
EU15,2013-Q2,19825866.3,15181340.9,3687088,7319316.1,6485903.7
EU15,2013-Q3,19903281.5,15235547.9,3724787.9,7388349.5,6559651.4
EU15,2013-Q4,19960404.8,15271622.6,3750719.7,7415013,6621863.7
EU15,2014-Q1,20061940.3,15280826.3,3784244.7,7490729.4,6660921.7
EU15,2014-Q2,20131175.1,15340841.399999999,3768913.5,7572710.7,6752108.9
EU15,2014-Q3,20244170.2,15437649.4,3799739.9,7692550.2,6867713.9
EU15,2014-Q4,20326836.4,15510576.2,3820607.6,7791199.9,6992566.4
EU15,2015-Q1,20465014.7,15578517.5,3851805.2,8007597.9,7148050.9
EU15,2015-Q2,20562354.3,15660304.3,4086427.5,8089005,7358876.9
EU15,2015-Q3,20641407.7,15743537,3911004,8095787.5,7265635.7
EU15,2015-Q4,20752787.7,15798188.7,4038569.6,8182901.3,7459113.8
EU15,2016-Q1,20846964.9,15915421.5,4069677.7,8224959.3,7503169.1
