country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,population,host,rank1,rank2,rank3,rank4,host_won,host_top4,year,qtr,q_index,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,population_yoy_log_4q,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,population_yoy_pct
FIN,1971-Q2,101037.5,75774.9,31033.2,11676.7,15527.8,4612124,0,0,0,0,0,0,0,1971,2,7886,4.0123240808680904,4.3103879814722745,8.652287007140913,-8.759071077200176,-3.33696757742441,0.1262688339764395,4.093905245828,4.404634455848244,9.037630441656995,-8.386423550087873,-3.281904987324591,0.1263485866325853
FIN,1971-Q3,101011.2,74845.8,31311.9,12559,16054,4612124,0,0,0,0,0,0,0,1971,3,7887,2.1357782416350446,1.9850807512968416,5.376404563178028,-0.7788683182226919,-0.7045014629225577,0.1262688339764395,2.158749230101731,2.0049145005022195,5.523558533207074,-0.7758429984514814,-0.7020256687799598,0.1263485866325853
FIN,1971-Q4,100393.2,76221,32057.7,13012,17209,4612124,0,0,0,0,0,0,0,1971,4,7888,0.5143032257015179,2.1131963260446085,4.752153940485115,4.004736891055494,-2.3028741117508744,0.1262688339764395,0.5156280349465581,2.135682432142705,4.866878857961576,4.086007743256648,-2.2765603438974713,0.1263485866325853
FIN,1972-Q1,105321.7,78999.7,31910.8,13976.7,16162,4639656,0,0,0,0,0,0,0,1972,1,7889,10.06877051269548,7.733665740100548,14.657906434124612,21.500778399007636,4.086840074488585,0.595173713004904,10.59312111809394,8.040574176290072,15.78664731494921,23.987154807632606,4.1715007605641174,0.5969483908064843
FIN,1972-Q2,105280.6,79902.4,32396.2,13859.6,17195.4,4639656,0,0,0,0,0,0,0,1972,2,7890,4.1137431588950335,5.303878662151895,4.2983532819107495,17.1382730083252,10.200994036501143,0.595173713004904,4.199529877520725,5.447054367607218,4.392070427799899,18.694494163590747,10.73944795785624,0.5969483908064843
FIN,1972-Q3,107536.8,82042.1,32299.7,14077.3,16843.4,4639656,0,0,0,0,0,0,0,1972,3,7891,6.260171278667315,9.18025330793597,3.1059725274930727,11.412603094170848,4.800084896321621,0.595173713004904,6.46027371222202,9.61483476694751,3.1547111481577295,12.089338323114896,4.917154603214158,0.5969483908064843
FIN,1972-Q4,109758.5,83532,33314.2,13625.3,16810.6,4639656,0,0,0,0,0,0,0,1972,4,7892,8.918802182318863,9.15927766988478,3.844632839756734,4.605635004442554,-2.3422862959373347,0.595173713004904,9.328619866684209,9.59184476719015,3.919495160289088,4.713341530894555,-2.3150676971352313,0.5969483908064843
FIN,1973-Q1,113682.1,83850.20000000001,35622.7,14907.6,19525,4666079,0,0,0,0,0,0,0,1973,1,7893,7.638648074308208,5.9587818486605215,11.003856461442574,6.447949258651775,18.903288791449313,0.5678878887273697,7.937965300598071,6.139896733785077,11.632112012234083,6.66037047371697,20.80806830837767,0.569503428702478
FIN,1973-Q2,110173.2,84465.1,31948.8,14321.8,18562.4,4666079,0,0,0,0,0,0,0,1973,2,7894,4.542450630101946,5.5532541428281235,-1.3906510536612515,3.2804718640710107,7.649612315302967,0.5678878887273697,4.647199958966786,5.710341616772485,-1.381026169735966,3.3348725792952116,7.94980052804819,0.569503428702478
FIN,1973-Q3,115062.1,87072.2,36862.1,14985.1,18869,4666079,0,0,0,0,0,0,0,1973,3,7895,6.763886804663777,5.950512940164998,13.212598068676227,6.249280310866823,11.356147513297543,0.5678878887273697,6.997883515224568,6.131120485701835,14.125208593268669,6.448679789448275,12.026075495446277,0.569503428702478
FIN,1973-Q4,117224.6,88007.7,36547,15368.8,18775.8,4666079,0,0,0,0,0,0,0,1973,4,7896,6.580925502497692,5.21945186757744,9.261537096481298,12.041112167656465,11.055916677255162,0.5678878887273697,6.802297771926558,5.35806636977445,9.703970078825265,12.796048527371884,11.690243060925852,0.569503428702478
FIN,1974-Q1,116542.5,86702.20000000001,35470.1,15574.4,20199.2,4690575,0,0,0,0,0,0,0,1974,1,7897,2.4850056822234734,3.3447384842324013,-0.4292987035670493,4.375739063150341,3.3947303936756157,0.5236071776531404,2.516139304252829,3.4013037535986834,-0.4283785339123658,4.47288631302154,3.4530089628681315,0.5249803957455557
FIN,1974-Q2,116902.2,87641.7,36122.2,15655.4,20329.4,4690575,0,0,0,0,0,0,0,1974,2,7898,5.928401485485502,3.691848077818172,12.277301334537327,8.90330534369923,9.093008482679464,0.5236071776531404,6.1076559453660195,3.7608432358453343,13.062775440705131,9.311678699604808,9.519243201310168,0.5249803957455557
FIN,1974-Q3,118346.4,88684.8,37426.5,14403,21219.1,4690575,0,0,0,0,0,0,0,1974,3,7899,2.8143934630680434,1.8350850934355736,1.519508671628067,-3.96198558694536,11.738135566271524,0.5236071776531404,2.854371682769563,1.852026249480332,1.5311119008412533,-3.8845252951264952,12.454820075255713,0.5249803957455557
FIN,1974-Q4,118373.7,89580.1,36884.6,13572.9,19054.1,4690575,0,0,0,0,0,0,0,1974,4,7900,0.9754816668953836,1.7708886448833283,0.919501627699404,-12.42643226113742,1.471349491670182,0.5236071776531404,0.9802549976711372,1.7866618489064123,0.9237420308096488,-11.68536255270418,1.4822271221465844,0.5249803957455557
FIN,1975-Q1,120271.8,89451.1,38873.3,12956.3,21583.1,4711440,0,0,0,0,0,0,0,1975,1,7901,3.149816818943485,3.1212848931565063,9.161755157422212,-18.404638432115128,6.626760137978316,0.44384175631684286,3.199948516635565,3.1705077841162055,9.594559925120038,-16.81027840558866,6.851261436096467,0.44482819270559304
FIN,1975-Q2,119417.8,90683.8,38888.7,12107,20367.8,4711440,0,0,0,0,0,0,0,1975,2,7902,2.1290580769552037,3.4121818288923578,7.379608521445924,-25.70321076685378,0.1887108272596194,0.44384175631684286,2.1518842245911607,3.4710645731427014,7.658725105336894,-22.66566168861862,0.18888899819964333,0.44482819270559304
FIN,1975-Q3,118324.7,92123.5,38557.1,12250.2,19779.1,4711440,0,0,0,0,0,0,0,1975,3,7903,-0.01833768471151131,3.804155766950146,2.9761249782417565,-16.18942548288409,-7.027589481446661,0.44384175631684286,-0.01833600346102804,3.8774401024752825,3.0208542075801814,-14.946886065403032,-6.786338723131524,0.44482819270559304
FIN,1975-Q4,117176.9,95915.1,38256.4,13622.8,19525.2,4711440,0,0,0,0,0,0,0,1975,4,7904,-1.0161810657118409,6.83302280784126,3.6516746776786846,0.36697019013356424,2.442363743848297,0.44384175631684286,-1.011035390462578,7.07188315261984,3.719167348974928,0.36764435013887375,2.472433754415082,0.44482819270559304
FIN,1976-Q1,117614.1,93872.2,37724.3,12827.9,19266,4725665,0,0,0,0,0,0,0,1976,1,7905,-2.234525529977205,4.82421754900475,-3.0003190492578824,-0.9959669982782416,-11.356871670685642,0.30146979976457544,-2.209744927738666,4.942476951093933,-2.955756264582632,-0.99102367188163,-10.735714517377016,0.30192467695651093
FIN,1976-Q2,118242.7,94726.8,32889.2,14373.4,18509.8,4725665,0,0,0,0,0,0,0,1976,2,7906,-0.9888976723118504,4.3618228735986975,-16.75593835900262,17.15954784151954,-9.565490088566442,0.30146979976457544,-0.9840241572027008,4.458348679698032,-15.427360647180288,18.719748905591803,-9.1222419701686,0.30192467695651093
FIN,1976-Q3,119561.3,94779.4,36274.5,15331.3,21269.8,4725665,0,0,0,0,0,0,0,1976,3,7907,1.0396670159082078,2.842201791823662,-6.102524436750301,22.43542269439498,7.266240159920834,0.30146979976457544,1.045090331942533,2.8829777418356795,-5.920051041183072,25.15142609916572,7.536743330080742,0.30192467695651093
FIN,1976-Q4,120558.8,95438.4,35025.3,15716.4,21383.2,4725665,0,0,0,0,0,0,0,1976,4,7908,2.8452841978356957,-0.49824119877612816,-8.824020904062735,14.295989351916385,9.089962803714435,0.30146979976457544,2.886149061803134,-0.4970020361757532,-8.445907090055515,15.368353055172213,9.5159076475529,0.30192467695651093
FIN,1977-Q1,119520.3,95481.2,34871,16007.7,19633.2,4738900,0,0,0,0,0,0,0,1977,1,7909,1.6077305184992952,1.699508672673744,-7.864891092408755,22.14473701230748,1.8880126459462687,0.2796749481207783,1.6207240458414374,1.7140324824602038,-7.563559827485211,24.788157063899785,1.905948302709448,0.28006640335276334
FIN,1977-Q2,119376.8,95726.1,34662.8,15331.3,20216.6,4738900,0,0,0,0,0,0,0,1977,2,7910,0.95455853700237,1.0494029448896214,5.252272938828817,6.451721419122336,8.820372755053363,0.2796749481207783,0.9591289779411484,1.054928489086504,5.392651691132677,6.664393949935299,9.221061275648568,0.28006640335276334
FIN,1977-Q3,120114.7,96025.1,33583.2,18318.5,19795.3,4738900,0,0,0,0,0,0,0,1977,3,7911,0.4617909039215107,1.305752955695283,-7.708907315026181,17.801498783254033,-7.184369046752259,0.2796749481207783,0.4628588013010804,1.3143151359894745,-7.419261464665272,19.48432292108302,-6.9323641971245635,0.28006640335276334
FIN,1977-Q4,119834.6,95918.4,33976.5,17987.7,19244.4,4738900,0,0,0,0,0,0,0,1977,4,7912,-0.6025142045036347,0.5016816823207648,-3.0401548323887084,13.49834378429744,-10.538545766765496,0.2796749481207783,-0.6007027276316634,0.5029422119398497,-2.9944069001550333,14.45178285103459,-10.00224475289011,0.28006640335276334
FIN,1978-Q1,121132.6,97121.4,33344.2,17252,19033.7,4752527,0,0,0,0,0,0,0,1978,1,7913,1.339958191906021,1.7032372895062764,-4.477169402948711,7.485822230945693,-3.1010918538260768,0.28714353201149123,1.3489758643510763,1.7178250797015515,-4.378423331708303,7.773134179176267,-3.0535012122323457,0.2875561839245311
FIN,1978-Q2,121986.7,97188.8,31817.3,18451.8,19309.2,4752527,0,0,0,0,0,0,0,1978,2,7914,2.162714517584874,1.5164489941566828,-8.565689877552174,18.52654363713615,-4.5922382836311115,0.28714353201149123,2.1862706991643277,1.528005423808132,-8.209088706047996,20.353786045540833,-4.488390728411296,0.2875561839245311
FIN,1978-Q3,122519.6,98715.6,31447.2,17869.2,18115.5,4752527,0,0,0,0,0,0,0,1978,3,7915,1.9823897588567616,2.7633373034456454,-6.57159929511284,-2.483291776253971,-8.867661038410901,0.28714353201149123,2.0021695928974736,2.80187159398948,-6.36032301865217,-2.4527117394983144,-8.485852702409158,0.2875561839245311
FIN,1978-Q4,125184.1,100066.6,30683.7,19325.8,19012.1,4752527,0,0,0,0,0,0,0,1978,4,7916,4.367299512254164,4.233813429551425,-10.193754020625969,7.175279978639715,-1.214449074680246,0.28714353201149123,4.464069642657464,4.324717676691869,-9.691404353008693,7.438972186549697,-1.2071044043981738,0.2875561839245311
FIN,1979-Q1,127725.6,101190.8,31154.1,19286.3,21286,4764691,0,0,0,0,0,0,0,1979,1,7917,5.299839945773321,4.104610126617558,-6.793798643357363,11.14669205067198,11.183848736221869,0.2556210569835571,5.442795746149254,4.190013735386855,-6.568158780237643,11.79167632738234,11.833222127069345,0.25594804616575484
FIN,1979-Q2,130759,102919.9,32634.7,20362.7,21691.1,4764691,0,0,0,0,0,0,0,1979,2,7918,6.944391183101928,5.7295537294741905,2.5365972444953755,9.854286915321708,11.63203718969026,0.2556210569835571,7.191193794077555,5.896872890703442,2.5690426277528378,10.356171213648537,12.335570608828949,0.25594804616575484
FIN,1979-Q3,131879.5,103416.2,33089.7,19775.1,22738.9,4764691,0,0,0,0,0,0,0,1979,3,7919,7.36176096847494,4.651863425514513,5.0912106732937445,10.134501012892194,22.730918883981133,0.2556210569835571,7.6395123718980384,4.761760046031216,5.223040525070588,10.665838425894814,25.521790731693873,0.25594804616575484
FIN,1979-Q4,133457.7,104650.5,35033,20584.9,23840.8,4764691,0,0,0,0,0,0,0,1979,4,7920,6.399911990279783,4.4790262402948144,13.255890545493545,6.311680653323393,22.63227801072798,0.2556210569835571,6.609146049698,4.580849154463129,14.17462691917859,6.51512485899679,25.398035987607905,0.25594804616575484
FIN,1980-Q1,135691.8,105145.2,35518.8,22268.6,25326.1,4779537,0,0,0,0,0,0,0,1980,1,7921,6.050192480329031,3.833440840403135,13.111627600954634,14.378261516029056,17.378590491317958,0.3110992732704432,6.2369642420939675,3.9078651418903654,14.01003399231564,15.46330815138206,18.980080804284505,0.3115836892675805
FIN,1980-Q2,135056.4,105894.6,36367.1,20649.1,23538.3,4779537,0,0,0,0,0,0,0,1980,2,7922,3.23365347432567,2.849324402121134,10.82883803133381,1.3966939065541697,8.172684355432658,0.3110992732704432,3.286504179444627,2.8903059563796907,11.43690611526993,1.406493245001883,8.515935107025463,0.3115836892675805
FIN,1980-Q3,141792.8,106839.6,37971,22120.5,25574.5,4779537,0,0,0,0,0,0,0,1980,3,7923,7.24782101975201,3.2567021402117646,13.760065476913574,11.20812098460231,11.751864706323545,0.3110992732704432,7.516937810652902,3.310313084410388,14.751720323847016,11.860369859065202,12.470260214874074,0.3115836892675805
FIN,1980-Q4,137939.5,107268.6,36405.6,21547.7,23009,4779537,0,0,0,0,0,0,0,1980,4,7924,3.3030609533279076,2.4709742633444165,3.843213454176464,4.571128501175181,-3.5512954943708763,0.3110992732704432,3.3582176225125826,2.5017558444536903,3.918020152427704,4.677214851663103,-3.4889768799704624,0.3115836892675805
FIN,1981-Q1,137679.9,108161,37886.2,22787,22047.6,4799962,0,0,0,0,0,0,0,1981,1,7925,1.4545287979512267,2.827860578003971,6.452479591753146,2.3012583457362012,-13.863173210047997,0.42643213285824544,1.465158543110201,2.8682241319622825,6.665202653242774,2.3279415859102093,-12.945143547565552,0.42734264846155945
FIN,1981-Q2,139292.3,108660.7,36690.9,23759.7,23792.1,4799962,0,0,0,0,0,0,0,1981,2,7926,3.088213390468475,2.5785923409806344,0.8864248137365749,14.03191332299638,1.0724711080245086,0.42643213285824544,3.136393388243719,2.6121256419118444,0.8903651927153922,15.064094803163352,1.0782426938223957,0.42734264846155945
FIN,1981-Q3,139982.3,109222.7,37115.1,22569.8,23468.1,4799962,0,0,0,0,0,0,0,1981,3,7927,-1.285085102330541,2.206027284695544,-2.279881558410146,2.0107949092878385,-8.595370912838618,0.42643213285824544,-1.2768631411468,2.230539987045987,-2.2540886465987287,2.031147578038462,-8.236329155995236,0.42734264846155945
FIN,1981-Q4,140535.7,110189.1,37724.3,22495.7,23651.7,4799962,0,0,0,0,0,0,0,1981,4,7928,1.8646365792266195,2.6862011411108,3.558184018366717,4.305509751963044,2.7549550223954,0.42643213285824544,1.882129484302908,2.7226047510641616,3.622244929351548,4.399541482385594,2.793254813333923,0.42734264846155945
FIN,1982-Q1,141410.2,111040.5,38001.9,23843.7,23289.8,4826931,0,0,0,0,0,0,0,1982,1,7929,2.6733461064704755,2.627414181615606,0.30492287893952863,4.532983358697962,5.481174405126943,0.5602860767430329,2.7094005733589333,2.6622350015255147,0.30538824162889,4.637293193487513,5.634173334059045,0.5618586147140281
FIN,1982-Q2,142804,112301.1,38981.2,22717.9,23381.7,4826931,0,0,0,0,0,0,0,1982,2,7930,2.4898457841604937,3.2953473672236555,6.055071071254048,-4.483770814849741,-1.7399927682470562,0.5602860767430329,2.52110130997909,3.3502453048802394,6.242147235418027,-4.384735497502068,-1.7249423127844832,0.5618586147140281
FIN,1982-Q3,144354.9,113805,39004.4,20476.2,23246.6,4826931,0,0,0,0,0,0,0,1982,3,7931,3.075886475961376,4.109754029257751,4.96505653843915,-9.73494933894905,-0.9483167395444524,0.5602860767430329,3.123680636766224,4.195373306098471,5.090381003957956,-9.276112327091946,-0.9438343964786268,0.5618586147140281
FIN,1982-Q4,146185.9,116618.7,40299.9,22772.2,25255.9,4826931,0,0,0,0,0,0,0,1982,4,7932,3.941755041182482,5.67116576597968,6.6044538412878495,1.2216313930675682,6.562479783132424,0.5602860767430329,4.020473089755838,5.835059910644502,6.827429534809126,1.229123788101716,6.782599136637124,0.5618586147140281
FIN,1983-Q1,146356.7,116036.9,39713.8,23409.2,24402.5,4855786,0,0,0,0,0,0,0,1983,1,7933,3.4381906106968785,4.401324434026499,4.406257586827955,-1.8390924008212295,4.667008958416119,0.5960121610097957,3.497979636546722,4.499619508197461,4.504774761261943,-1.8222842931256424,4.777627974478094,0.5977918474492361
FIN,1983-Q2,147893.9,116799.5,40662.3,23335.1,24375.5,4855786,0,0,0,0,0,0,0,1983,2,7934,3.502206406469277,3.927513267516858,4.222189462711334,2.6805504797172475,4.162486437406621,0.5960121610097957,3.564255903195978,4.005659784276383,4.312591710876035,2.716800408488451,4.250332525008882,0.5977918474492361
FIN,1983-Q3,149253.5,117520.9,40901.4,22959.9,24823.8,4855786,0,0,0,0,0,0,0,1983,3,7935,3.3371351779290848,3.2129732649082143,4.748983201306878,11.44859799608291,6.564398561370233,0.5960121610097957,3.393442134627933,3.2651465225605136,4.863553855462466,12.129692032701378,6.784648077568334,0.5977918474492361
FIN,1983-Q4,148891.4,118701.1,41163.6,23986.9,25331.5,4855786,0,0,0,0,0,0,0,1983,4,7936,1.8338081701879003,1.7698930216690556,2.120538313800502,5.196735422748411,0.298888878577408,0.5960121610097957,1.8507256855825327,1.785648442316723,2.1431814967282747,5.334135480981206,0.2993359967373932,0.5977918474492361
FIN,1984-Q1,151241.6,118822.7,40585.2,25601.5,24607.7,4881806,0,0,0,0,0,0,0,1984,1,7937,3.2831765425834547,2.37242221461873,2.1704733785327335,8.952183603023478,0.8373816024590752,0.534424977545811,3.3376674931861583,2.4007880251885494,2.1941994974039147,9.365121405259467,0.8408974490318633,0.5358555751839189
FIN,1984-Q2,151446.5,120057,40577.5,24737.4,24915.6,4881806,0,0,0,0,0,0,0,1984,2,7938,2.3737302486582124,2.7507840442211773,-0.20876474535498343,5.835760367405207,2.191558382775227,0.534424977545811,2.402127471112747,2.788967418524902,-0.20854698332362087,6.009402145266152,2.215749420524693,0.5358555751839189
FIN,1984-Q3,152799.3,120997.1,41487.4,24796.6,25644.7,4881806,0,0,0,0,0,0,0,1984,3,7939,2.347909298607931,2.9150388260150706,1.422547438684063,7.695733095693669,3.2534052191705243,0.534424977545811,2.3756896823190043,2.957941949049081,1.43271379463783,7.99959930139067,3.3069070811076573,0.5358555751839189
FIN,1984-Q4,154603,122063.7,40338.4,24757.1,24424.1,4881806,0,0,0,0,0,0,0,1984,4,7940,3.7643359742805416,2.7934470985261584,-2.025050182415455,3.160446856924537,-3.647833082080965,0.534424977545811,3.8360845555888368,2.83282968734071,-2.004683749720615,3.210919293447656,-3.5821013362809184,0.5358555751839189
FIN,1985-Q1,155668.8,123735.2,41518.3,24401.6,25077.6,4902202,0,0,0,0,0,0,0,1985,1,7941,2.8852115225047825,4.051133222038317,2.273082576605212,-4.800223959918881,1.891561531430064,0.41692585584183206,2.927236950680223,4.134311036527527,2.299113962725352,-4.686834755776037,1.9095648922897943,0.41779620083224334
FIN,1985-Q2,157424.6,124691.7,42250.9,26811.2,27130.1,4902202,0,0,0,0,0,0,0,1985,2,7942,3.8714186210155432,3.787766072215071,4.041192955436301,8.05034421894888,8.514969929876237,0.41692585584183206,3.947334537278846,3.86041630225642,4.123960322839015,8.383257739293537,8.888005907945228,0.41779620083224334
FIN,1985-Q3,158210.3,125748.5,41009.3,25710.1,26201.1,4902202,0,0,0,0,0,0,0,1985,3,7943,3.479986510297195,3.851730211190052,-1.1590896427888353,3.6177363809256846,2.1464472032516113,0.41692585584183206,3.5412465894804512,3.9268709745936103,-1.1523980774885811,3.6839728027229457,2.169649089285497,0.41779620083224334
FIN,1985-Q4,158476.8,126616.3,42983.5,23902.9,27643.2,4902202,0,0,0,0,0,0,0,1985,4,7944,2.474766948316365,3.661821377921548,6.3512452249783635,-3.5112526073984185,12.380941668074286,0.41692585584183206,2.505643486866349,3.729691955921388,6.5572754496955765,-3.4503233415868473,13.18001482142639,0.41779620083224334
FIN,1986-Q1,158572.4,127761.8,42227.7,25092.9,28302.1,4918150,0,0,0,0,0,0,0,1986,1,7945,1.8480597954757985,3.2023794387191273,1.6942109915135006,2.7936233677213096,12.096098943726297,0.32479516049672696,1.8652421037484768,3.2542073718715425,1.7086441400538943,2.8330109501016443,12.858088493316757,0.325323191496385
FIN,1986-Q2,159262.4,128733.2,41209.8,22866,23057.6,4918150,0,0,0,0,0,0,0,1986,2,7946,1.1606542934012865,3.1897754865578776,-2.494956320347441,-15.916861954454298,-16.264837951859334,0.32479516049672696,1.167416020113743,3.2411940810815887,-2.464089522353363,-14.714746076266641,-15.01100253961467,0.325323191496385
FIN,1986-Q3,166203.8,130049.6,43484.7,27453.1,30392.4,4918150,0,0,0,0,0,0,0,1986,3,7947,4.928958550615725,3.3632035670549953,5.861028183653261,6.559518337649095,14.839118253842544,0.32479516049672696,5.052452337173996,3.4203986528666297,6.036191790642587,6.77943687500242,15.99665662892018,0.325323191496385
FIN,1986-Q4,163088.4,131055.5,43299.6,26944.5,27756.6,4918150,0,0,0,0,0,0,0,1986,4,7948,2.8684174722517497,3.4459644206009443,0.7327075966871988,11.977940440623414,0.40938833129651186,0.32479516049672696,2.9099527501817324,3.5060256854765104,0.735398466853554,12.724815817327606,0.4102274700468645,0.325323191496385
FIN,1987-Q1,164338.7,132707.3,43800.9,25665.7,29042.1,4932123,0,0,0,0,0,0,0,1987,1,7949,3.5718270683728903,3.7978358404560097,3.657796130527835,2.257053254167296,2.5810494548510476,0.28370806316573294,3.636383128463727,3.8708753320632505,3.725516663232909,2.2827174220596325,2.6146469696594954,0.28411089535700373
FIN,1987-Q2,167201.3,134549.6,45019.3,26850.7,29490.4,4932123,0,0,0,0,0,0,0,1987,2,7950,4.864531932688898,4.419085870297046,8.841519456468205,16.06408002587596,24.606935355320836,0.28370806316573294,4.984792392931414,4.518181789934528,9.244160369620811,17.42630980495059,27.89882728471309,0.28411089535700373
FIN,1987-Q3,167850.4,135521,44425.5,27556.8,30278.9,4932123,0,0,0,0,0,0,0,1987,3,7951,0.985836032411136,4.121069371134034,2.140447681414237,0.3770234915476678,-0.3741476856564674,0.28370806316573294,0.990711403710387,4.2071640358755324,2.1635195827498066,0.3777351191668776,-0.373448625314221,0.28411089535700373
FIN,1987-Q4,171157.1,137447.2,45836.7,25290.4,30840.7,4932123,0,0,0,0,0,0,0,1987,4,7952,4.828946310740534,4.761894575676173,5.694168319583071,-6.335431780979661,10.536159648126286,0.28370806316573294,4.947439548122379,4.8770940555718845,5.859407477205325,-6.138915177494475,11.111231202668924,0.28411089535700373
FIN,1988-Q1,173336.5,138872.2,47587.2,26194,30840.7,4946487,0,0,0,0,0,0,0,1988,1,7953,5.330524992909602,4.540813461154869,8.290945239572878,2.0374906768543255,6.008874484096083,0.2908103492922365,5.475155882333249,4.645486721529268,8.644342924460435,2.058389212061229,6.193078324225865,0.291233612787023
FIN,1988-Q2,174730.3,139810.6,48011.3,27137.1,33109.2,4946487,0,0,0,0,0,0,0,1988,2,7954,4.404516654417989,3.8355745233083383,6.434511315574376,1.0609903965972831,11.57464027274564,0.2908103492922365,4.502955419604993,3.910082229898859,6.646038476831051,1.066638858577229,12.271111955076886,0.291233612787023
FIN,1988-Q3,176882.4,141847,50317,26756.9,35059,4946487,0,0,0,0,0,0,0,1988,3,7955,5.241199847483458,4.562240206887935,12.452936327155584,-2.945694509391039,14.658125625311058,0.2908103492922365,5.380982112643173,4.6679112462275185,13.26152772619329,-2.902731812111703,15.78690110935337,0.291233612787023
FIN,1988-Q4,180154.9,143288.4,51697.4,28351.7,33244.2,4946487,0,0,0,0,0,0,0,1988,4,7956,5.123518818607842,4.161953913990679,12.032240982807885,11.42621160175139,7.504506956328427,0.2908103492922365,5.257041630174841,4.249777369055163,12.786042625232618,12.104593047164135,7.793273174733373,0.291233612787023
FIN,1989-Q1,182307,144971.4,52854.1,28806,34335.2,4964370,0,0,0,0,0,0,0,1989,1,7957,5.045728722082288,4.298239584628938,10.497146984608465,9.505332186964743,10.733582078301929,0.36087735718286496,5.175193914726561,4.391951736920685,11.067892206307572,9.971749255554707,11.330806369505208,0.3615293035238887
FIN,1989-Q2,185511.3,146723.4,55152.1,26603.8,34373,4964370,0,0,0,0,0,0,0,1989,2,7958,5.9872154350035345,4.826053210210901,13.865842307533605,-1.984773261711048,3.746018309330168,0.36087735718286496,6.170080403913913,4.944403357113125,14.873165275674683,-1.9652063042845391,3.81706595145761,0.3615293035238887
FIN,1989-Q3,187697.5,147837.7,55946.3,27028.4,36625.3,4964370,0,0,0,0,0,0,0,1989,3,7959,5.934651939932678,4.1366038482998135,10.604930992461805,1.0095781042201324,4.37069018764511,0.36087735718286496,6.11428836334198,4.2233533314063765,11.187670171115126,1.0146915375099486,4.467611740209376,0.3615293035238887
FIN,1989-Q4,187786.3,148853.4,59586.1,29018.3,38694,4964370,0,0,0,0,0,0,0,1989,4,7960,4.148757778630774,3.8102546488296696,14.201483528004031,2.3239672348113416,15.180423346040328,0.36087735718286496,4.2360213349734055,3.883775658043498,15.25937474611876,2.3511817633510512,16.39323551175844,0.3615293035238887
FIN,1990-Q1,190307.2,147808.4,57298,27673.3,35573.3,4986433,0,0,0,0,0,0,0,1990,1,7961,4.294752939167523,1.938035887137346,8.073043173926031,-4.011564934983092,3.542428945165277,0.443442326294452,4.38831202312584,1.95693771323171,8.407862398565102,-3.932166909671597,3.605920454810252,0.4444269867072803
FIN,1990-Q2,187772,148751.1,53995.7,29321.5,38034.7,4986433,0,0,0,0,0,0,0,1990,2,7962,1.2112664242540203,1.3725257725230475,-2.119040917970061,9.726697260044936,10.122752847016692,0.443442326294452,1.21863196473746,1.3819881491295982,-2.096746996034604,10.215457942098505,10.652837983300834,0.4444269867072803
FIN,1990-Q3,183654.3,148411.8,52093.6,27758.7,34787.7,4986433,0,0,0,0,0,0,0,1990,3,7963,-2.1776438283012567,0.387579198389254,-7.135020157477356,2.666113952322746,-5.147538240296257,0.443442326294452,-2.154104343424934,0.3883312578591091,-6.886425018276466,2.701972739784808,-5.017296786647496,0.4444269867072803
FIN,1990-Q4,182627.6,147933.8,51206,28668.2,34643.5,4986433,0,0,0,0,0,0,0,1990,4,7964,-2.7855507372819943,-0.6197052588410301,-15.156561271489366,-1.21381709236541,-11.05744314052135,0.443442326294452,-2.7471120097685375,-0.6177890461353308,-14.063850461768768,-1.2064800487967875,-10.468031219310491,0.4444269867072803
FIN,1991-Q1,179102.7,146515.7,48052.5,25658.2,32211.9,5013737,0,0,0,0,0,0,0,1991,1,7965,-6.06802242538329,-0.878425050738052,-17.597155589842295,-7.560484079044194,-9.92594069719317,0.5460720737588076,-5.8875859662692704,-0.8745781701175237,-16.135816258857204,-7.281748110995068,-9.449221747771508,0.5475657649466115
FIN,1991-Q2,176927.4,146146.7,45996.1,24246.1,30108.5,5013737,0,0,0,0,0,0,0,1991,2,7966,-5.94889819369584,-1.766352759561407,-16.03478034778867,-19.00652556203113,-23.369137702980854,0.5460720737588076,-5.775408474106902,-1.750844195437884,-14.815253807247608,-17.309482802721554,-20.83939139785511,0.5475657649466115
