country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,population,host,rank1,rank2,rank3,rank4,host_won,host_top4
DEU,1990-Q3,3306709.3,2422061.3,732877.1,576170.6,532988.4,79433034,0,0,0,0,0,0,0
DEU,1990-Q4,3364921.3,2437583,748150.1,606002.3,560925.3,79433034,0,0,0,0,0,0,0
DEU,1991-Q1,3456768.4,2503825.8,760715.4,629327.6,570048.4,80013901,0,0,0,0,0,0,0
DEU,1991-Q2,3440170.5,2511124.4,768530,592465.7,573350.2,80013901,0,0,0,0,0,0,0
DEU,1991-Q3,3434800.6,2496023.8,768217.4,621114.9,580944.2,80013901,0,0,0,0,0,0,0
DEU,1991-Q4,3484106.1,2531479.0999999996,788014.2,622451.9,579788.6,80013901,0,0,0,0,0,0,0
DEU,1992-Q1,3532072.2,2582818,812499.6,629993.4,599886.4,80624601,0,0,0,0,0,0,0
DEU,1992-Q2,3510103.6,2584427.5,803747.3,599629.9,582718.5,80624601,0,0,0,0,0,0,0
DEU,1992-Q3,3501804.2,2602581.8,780512.2,616243.9,580242.3,80624601,0,0,0,0,0,0,0
DEU,1992-Q4,3492040.5,2617494.9000000004,783325.4,587790.1,588496.1,80624601,0,0,0,0,0,0,0
DEU,1993-Q1,3464335,2611288.5,765612.6,567974.3,532245.9,81156368,0,0,0,0,0,0,0
DEU,1993-Q2,3464823.4,2597217.3,759777.7,554987.7,536538.2,81156368,0,0,0,0,0,0,0
DEU,1993-Q3,3485328.2,2608806.9,763216.1,556515.5,544462.4,81156368,0,0,0,0,0,0,0
DEU,1993-Q4,3482398.9,2623910,753213.6,566828.4,545452.9,81156368,0,0,0,0,0,0,0
DEU,1994-Q1,3531584.3,2644585.2,776057.5,585636.9,556510.7,81438346,0,0,0,0,0,0,0
DEU,1994-Q2,3551112,2657180.6,785018.4,612951.3,580448.4,81438346,0,0,0,0,0,0,0
DEU,1994-Q3,3572104.1,2664929,787727.6,609895.1,592334.8,81438346,0,0,0,0,0,0,0
DEU,1994-Q4,3611647.5,2681362.5,805962,613906.3,603230.5,81438346,0,0,0,0,0,0,0
DEU,1995-Q1,3597368.6,2670868.5,784914.3,637873,605748.7,81678046,0,0,0,0,0,0,0
DEU,1995-Q2,3626171.2,2699334.5,793979.4,643602.4,622419.3,81678046,0,0,0,0,0,0,0
DEU,1995-Q3,3633493.8,2716984.5,791061.9,647613,627040.7,81678046,0,0,0,0,0,0,0
DEU,1995-Q4,3634958.4,2734169.3,785122.7,658116.9,634138.1,81678046,0,0,0,0,0,0,0
DEU,1996-Q1,3609086.4,2735820.1,743732,667428.3,636327.6,81914834,0,0,0,0,0,0,0
DEU,1996-Q2,3658392.2,2752867.9000000004,801871.9,669911,640619.3,81914834,0,0,0,0,0,0,0
DEU,1996-Q3,3672549.3,2766172.8,799892.2,686143.1,644911,81914834,0,0,0,0,0,0,0
DEU,1996-Q4,3706233.4,2772061.6,801455.1,717461.6,669835.9,81914834,0,0,0,0,0,0,0
DEU,1997-Q1,3687317.5,2781657.5,775485.4,730689.2,689607.3,82034775,0,0,0,0,0,0,0
DEU,1997-Q2,3728325.7,2790819,792260.1,751888,696044.6,82034775,0,0,0,0,0,0,0
DEU,1997-Q3,3742971.2,2786306,793614.5,791802.8,719152.5,82034775,0,0,0,0,0,0,0
DEU,1997-Q4,3770798.3,2788885.7,802679,803070.6,728560.8,82034775,0,0,0,0,0,0,0
DEU,1998-Q1,3806802.2,2825557.5,823309.5,820402.2,756213.4,82047197,0,0,0,0,0,0,0
DEU,1998-Q2,3789227.9,2822111.6,813932.4,833961,774041.6,82047197,0,0,0,0,0,0,0
DEU,1998-Q3,3807778.4,2838410.9,822267.6,824221.5,778498.7,82047197,0,0,0,0,0,0,0
DEU,1998-Q4,3806802.4,2855809.9,815286.9,810853.7,775197.2,82047197,0,0,0,0,0,0,0
DEU,1999-Q1,3850983.2,2909767.5,841334.2,815439.1,807221.8,82100243,0,0,0,0,0,0,0
DEU,1999-Q2,3846101,2914242.7,847169.5,858407.2,832313.5,82100243,0,0,0,0,0,0,0
DEU,1999-Q3,3898827.2,2918396.9000000004,861132.7,876167.3,852947.9,82100243,0,0,0,0,0,0,0
DEU,1999-Q4,3917379.2,2939398.6,855297.4,894691.3,853443.2,82100243,0,0,0,0,0,0,0
DEU,2000-Q1,3977792,2974842,872410.8,936756.7,882700.9,82211501,0,0,0,0,0,0,0
DEU,2000-Q2,4009524.2,2990578.9000000004,872410.8,971705.9,908618.9,82211501,0,0,0,0,0,0,0
DEU,2000-Q3,4012453.4,2987720.5,880850.4,987557.2,938499,82211501,0,0,0,0,0,0,0
DEU,2000-Q4,3995366.9,2991507.6,870535.3,1039885.8,986373.1,82211501,0,0,0,0,0,0,0
DEU,2001-Q1,4080190,3019100.4,876501,1036639.1,949229,82349926,0,0,0,0,0,0,0
DEU,2001-Q2,4069938.4,2999556.3000000003,858787.6,1041031.6,951870.3,82349926,0,0,0,0,0,0,0
DEU,2001-Q3,4069938.3,3006515.3,845346.2,1038357.9,933380.9,82349926,0,0,0,0,0,0,0
DEU,2001-Q4,4057245.7,3025500.4,834822.5,1051726.5,920669.6,82349926,0,0,0,0,0,0,0
DEU,2002-Q1,4038327.8,3007012.5,815235.1,1046379.1,889389.5,82488493,0,0,0,0,0,0,0
DEU,2002-Q2,4053949.8,2993156,803044.1,1078272.8,908207.2,82488493,0,0,1,0,0,0,0
DEU,2002-Q3,4081777,3012234.9000000004,797834.2,1095270,910188.1,82488493,0,0,0,0,0,0,0
DEU,2002-Q4,4070548.5,3032546.4000000004,792624.4,1115322.8,931316.8,82488493,0,0,0,0,0,0,0
DEU,2003-Q1,4015261.7,3018991.9,791061.9,1080849.2,951539.5,82534175,0,0,0,0,0,0,0
DEU,2003-Q2,4021119.6,3020822,787415,1077029.4,940809.1,82534175,0,0,0,0,0,0,0
DEU,2003-Q3,4057732.9,3043668.3,788561.1,1109116.7,948403,82534175,0,0,0,0,0,0,0
DEU,2003-Q4,4062614.8,3048673.1,788769.6,1135665.2,976632.2,82534175,0,0,0,0,0,0,0
DEU,2004-Q1,4056391,3038733.6,774364.8,1180447,985669.1,82516268,0,0,0,0,0,0,0
DEU,2004-Q2,4080312.4,3034350.3,781450,1232966.5,1005808.4,82516268,0,0,0,0,0,0,0
DEU,2004-Q3,4067131,3033219.4,778636.8,1211194.7,1024957.2,82516268,0,0,0,0,0,0,0
DEU,2004-Q4,4065666.7,3035767.5,774573.2,1216542.2,1027433.3,82516268,0,0,0,0,0,0,0
DEU,2005-Q1,4072134,3050935.4000000004,763632.9,1247052.9,1012411.4,82469421,0,0,0,0,0,0,0
DEU,2005-Q2,4096544.1,3069237.5,778324.1,1268251,1062924.7,82469421,0,0,0,0,0,0,0
DEU,2005-Q3,4128765.9,3067279.0999999996,790098,1320004.6,1090987.6,82469421,0,0,0,0,0,0,0
DEU,2005-Q4,4144388.6,3066150.9,813124.7,1339101.8,1130936.1,82469421,0,0,0,0,0,0,0
DEU,2006-Q1,4190643.7,3091268.0999999996,801871.8,1381976.2,1159248.9,82376447,0,0,0,0,0,0,0
DEU,2006-Q2,4262408.1,3101857.2,857823.7,1425330,1176910.7,82376447,1,0,0,1,0,0,1
DEU,2006-Q3,4294628.9,3107376.2,858969.8,1464864.2,1198699.3,82376447,0,0,0,0,0,0,0
DEU,2006-Q4,4357605.5,3133659.1,882621.7,1548516.1,1235838.8,82376447,0,0,0,0,0,0,0
DEU,2007-Q1,4363342.7,3106513.5,883429.3,1536815.5,1248594.6,82266373,0,0,0,0,0,0,0
DEU,2007-Q2,4392145.7,3125423.2,875406.5,1575584.5,1255527.6,82266373,0,0,0,0,0,0,0
DEU,2007-Q3,4414601.8,3123335.1,878323.8,1606332.2,1282764.2,82266373,0,0,0,0,0,0,0
DEU,2007-Q4,4447309.8,3126785.3,895306.8,1620846.7,1282434,82266373,0,0,0,0,0,0,0
DEU,2008-Q1,4473430.4,3146815.4,907315.5,1633926.8,1292008.7,82110097,0,0,0,0,0,0,0
DEU,2008-Q2,4457319.7,3153111.3,890644.6,1626097,1277977.6,82110097,0,0,0,0,0,0,0
DEU,2008-Q3,4432909.5,3149917.3,890748.8,1612347.3,1301912.9,82110097,0,0,0,0,0,0,0
DEU,2008-Q4,4364072.6,3143768.2,877724.6,1522210.1,1257839,82110097,0,0,0,0,0,0,0
DEU,2009-Q1,4159520.6,3173312.7,806456.4,1344019.7,1181119.2,81902308,0,0,0,0,0,0,0
DEU,2009-Q2,4169773.1,3187876.7,808436,1333133,1121196.5,81902308,0,0,0,0,0,0,0
DEU,2009-Q3,4195648.1,3186765,808019.3,1375533.6,1159824.3,81902308,0,0,0,0,0,0,0
DEU,2009-Q4,4227869.6,3188012.4,799788,1415260.2,1149424.5,81902308,0,0,0,0,0,0,0
DEU,2010-Q1,4258622.1,3183317,807706.7,1457367.9,1225446.4,81776936,0,0,0,0,0,0,0
DEU,2010-Q2,4350893,3198184.8,860741.1,1560115,1313591.4,81776936,0,0,0,1,0,0,0
DEU,2010-Q3,4392878.6,3219683.6999999997,868138.8,1585324.4,1310290.1,81776936,0,0,0,0,0,0,0
DEU,2010-Q4,4421682.8,3233240.1,858240.5,1616263.3,1326301.4,81776936,0,0,0,0,0,0,0
DEU,2011-Q1,4501622.6,3226220,902756.6,1656225.1,1360391.7,80274981,0,0,0,0,0,0,0
DEU,2011-Q2,4513827.3,3240201.0999999996,911092.4,1678952.3,1393572,80274981,0,0,0,0,0,0,0
DEU,2011-Q3,4538237,3250908.3,922554,1697286.9,1394232.3,80274981,0,0,0,0,0,0,0
DEU,2011-Q4,4537748.8,3262454.5,918177.8,1688692.5,1380366,80274981,0,0,0,0,0,0,0
DEU,2012-Q1,4547390.5,3273834.9,918907,1721587.9,1380118.2,80425826,0,0,0,0,0,0,0
DEU,2012-Q2,4552272.5,3282542.1,920782.5,1735721.1,1384080.3,80425826,0,0,0,0,0,0,0
DEU,2012-Q3,4561547.8,3294672.7,917760.9,1756157.1,1388867.7,80425826,0,0,0,0,0,0,0
DEU,2012-Q4,4547878.8,3285141.3,910779.7,1726935.7,1377972,80425826,0,0,0,0,0,0,0
DEU,2013-Q1,4522735.2,3284422.4000000004,877803.6,1720109.3,1380861.2,80645605,0,0,0,0,0,0,0
DEU,2013-Q2,4575461.7,3304483.2,911561.3,1725265.6,1403641.7,80645605,0,0,0,0,0,0,0
DEU,2013-Q3,4598895.4,3321144.6,912394.8,1754866.7,1425596.8,80645605,0,0,0,0,0,0,0
DEU,2013-Q4,4605730.1,3304647.3,929586.2,1785422.6,1426257.1,80645605,0,0,0,0,0,0,0
DEU,2014-Q1,4653816.9,3315552.7,946935.2,1782988.7,1428403,80982495,0,0,0,0,0,0,0
DEU,2014-Q2,4652840.4,3330266.5,936515.6,1799412.9,1451513.7,80982495,0,1,0,0,0,0,0
DEU,2014-Q3,4678714.1,3356359.6,934952.7,1831306.5,1461088.1,80982495,0,0,0,0,0,0,0
DEU,2014-Q4,4714351.1,3374654.8,942559,1867401.8,1487335.2,80982495,0,0,0,0,0,0,0
DEU,2015-Q1,4704101.5,3389036.1999999997,940840,1876759.7,1513912.5,81686608,0,0,0,0,0,0,0
DEU,2015-Q2,4728510.1,3406599.2,943965.7,1909799.4,1516223.4,81686608,0,0,0,0,0,0,0
DEU,2015-Q3,4753895.8,3430721.8,949071,1909226.5,1532235.9,81686608,0,0,0,0,0,0,0
DEU,2015-Q4,4778304.4,3467330.1,970430.1,1898913.4,1549238.6,81686608,0,0,0,0,0,0,0
DEU,2016-Q1,4820290.7,3493334.6,986945.3,1917867.9,1577466.7,82348669,0,0,0,0,0,0,0
DEU,2016-Q2,4831030.4,3497862.5,976629.9,1938303.2,1567067,82348669,0,0,0,0,0,0,0
DEU,2016-Q3,4848116.9,3512784.3,987153.7,1934483.6,1577631.8,82348669,0,0,0,0,0,0,0
DEU,2016-Q4,4870573.2,3540706.4,991425.7,1941359,1611967.6,82348669,0,0,0,0,0,0,0
DEU,2017-Q1,4933793.2,3544647.3000000003,996088.3,1978505.4,1618445.9,82657000,0,0,0,0,0,0,0
DEU,2017-Q2,4968944.3,3571008.4,1019427.5,2015936.6,1659220.6,82657000,0,0,0,0,0,0,0
DEU,2017-Q3,5008488.4,3571580.5,1027033.7,2034843.1,1662192.3,82657000,0,0,0,0,0,0,0
DEU,2017-Q4,5059261.8,3605350.6,1031201.4,2052221.9,1687614.5,82657000,0,0,0,0,0,0,0
DEU,2018-Q1,5031311.2,3602826,1037191.5,2079819.4,1713489.4,82905788,0,0,0,0,0,0,0
DEU,2018-Q2,5070854.9,3617874.8,1051779.3,2088986.7,1721413,82905788,0,0,0,0,0,0,0
DEU,2018-Q3,5037657.3,3613629.9,1063762.2,2064540.5,1762021.8,82905788,0,0,0,0,0,0,0
DEU,2018-Q4,5060114.5,3645462.6,1071472.9,2068742.3,1772916.8,82905788,0,0,0,0,0,0,0
DEU,2019-Q1,5093311.5,3670725.9,1077280.9,2132148,1801103.5,83092956,0,0,0,0,0,0,0
DEU,2019-Q2,5096240.7,3681937,1080719.3,2105410.2,1781955.2,83092956,0,0,0,0,0,0,0
DEU,2019-Q3,5115768.7,3711646.8,1080198.4,2125272.6,1808696.8,83092956,0,0,0,0,0,0,0
DEU,2019-Q4,5098682,3711448.6,1075092.7,2113240.6,1821077.3,83092956,0,0,0,0,0,0,0
DEU,2020-Q1,4995184.8,3620696.4,1052873.7,2057044.9,1786078,83160877,0,0,0,0,0,0,0
DEU,2020-Q2,4551906,3348877.5,996921.8,1631350.7,1471451,83160877,0,0,0,0,0,0,0
DEU,2020-Q3,4946854,3659701.3,1035785.9,1915146.8,1629920,83160877,0,0,0,0,0,0,0
DEU,2020-Q4,4994696.8,3604490.6,1065689.5,2001851.8,1691326.8,83160877,0,0,0,0,0,0,0
DEU,2021-Q1,4963941,3508485.0999999996,1040813.2,2062057.4,1752777.5,83196076,0,0,0,0,0,0,0
DEU,2021-Q2,5080618.8,3601780.7,1064882.4,2083065.7,1763837.6,83196076,0,0,0,0,0,0,0
DEU,2021-Q3,5085012.4,3718509.7,1031018.7,2064731.2,1778034,83196076,0,0,0,0,0,0,0
DEU,2021-Q4,5112351.2,3732485.1,1039354.4,2155639.8,1889955.7,83196076,0,0,0,0,0,0,0
DEU,2022-Q1,5147012.8,3820259.3,1049435.2,2168768.1,1900190.4,83797987,0,0,0,0,0,0,0
DEU,2022-Q2,5154823.8,3824752.8,1043392,2156354.5,1914386.9,83797987,0,0,0,0,0,0,0
DEU,2022-Q3,5169957.8,3819086.2,1048184.8,2194550.4,1965725.6,83797987,0,0,0,0,0,0,0
DEU,2022-Q4,5151894.8,3783734.6,1036515.2,2183855.6,1957967.1,83797987,0,0,0,0,0,0,0
DEU,2023-Q1,5127607.2,3786203.2,1032243.3,2176312.8,1937209.2,83287281,0,0,0,0,0,0,0
DEU,2023-Q2,5123701.5,3806393.1,1033493.7,2144417.7,1925818.8,83287281,0,0,0,0,0,0,0
DEU,2023-Q3,5123701.7,3796018.7,1030993,2146709.5,1906174.2,83287281,0,0,0,0,0,0,0
DEU,2023-Q4,5109543.8,3800428.9,1015051.4,2155495.2,1889006,83287281,0,0,0,0,0,0,0
DEU,2024-Q1,5104052,3809670,1008617.8,2134773.8,1881742.5,83620575,0,0,0,0,0,0,0
DEU,2024-Q2,5090870.6,3832796.7,992154.8,2146805.5,1905844.1,83620575,0,0,0,0,0,0,0
DEU,2024-Q3,5091846.9,3849663.9,987257.6,2110710.3,1918885.5,83620575,0,0,0,0,0,0,0
DEU,2024-Q4,5101122.8,3866889.7,992988.4,2067166.8,1920041.2,83620575,0,0,0,0,0,0,0
DNK,1960-Q1,95573.5,70667.20000000001,18070.2,14946,15778.7,4579603,0,0,0,0,0,0,0
DNK,1960-Q2,96168.7,71815.5,18297.3,15674.4,15162.7,4579603,0,0,0,0,0,0,0
DNK,1960-Q3,97150.1,72811.9,18722,15296.4,14849.7,4579603,0,0,0,0,0,0,0
DNK,1960-Q4,98517.6,74042.4,19344.1,15414.6,15857.2,4579603,0,0,0,0,0,0,0
DNK,1961-Q1,100271.2,75389.5,20163.6,15488.5,16119.3,4611690,0,0,0,0,0,0,0
DNK,1961-Q2,102076.3,76491.9,20904.8,15369.2,15502.5,4611690,0,0,0,0,0,0,0
DNK,1961-Q3,103933.1,77559.8,21567.5,16291.1,15869.7,4611690,0,0,0,0,0,0,0
DNK,1961-Q4,105841.5,79587.4,22151.8,16806.2,16899.7,4611690,0,0,0,0,0,0,0
DNK,1962-Q1,107801.6,81545.3,22657.7,16680.2,17490.5,4647733,0,0,0,0,0,0,0
DNK,1962-Q2,109012.6,82842.6,22840.5,16391.5,17559,4647733,0,0,0,0,0,0,0
DNK,1962-Q3,109474.6,83840.7,22700.3,16912.7,19779.9,4647733,0,0,0,0,0,0,0
DNK,1962-Q4,109187.6,82183.8,22237,17110.8,18169.1,4647733,0,0,0,0,0,0,0
DNK,1963-Q1,108151.5,79934.4,21450.8,17640.5,16828.4,4684481,0,0,0,0,0,0,0
DNK,1963-Q2,108301.6,82618.8,21381.3,18909,18453.5,4684481,0,0,0,0,0,0,0
DNK,1963-Q3,109637.8,84384.4,22028.5,18624.8,18417.7,4684481,0,0,0,0,0,0,0
DNK,1963-Q4,112160.1,86018.7,23392.6,18615.3,18502.1,4684481,0,0,0,0,0,0,0
DNK,1964-Q1,115868.6,88829.79999999999,25473.4,19243.2,20284.4,4722074,0,0,0,0,0,0,0
DNK,1964-Q2,118892.2,88586.5,27012.8,19538,22062.7,4722074,0,0,0,0,0,0,0
DNK,1964-Q3,121230.8,90329.5,28011,20381.6,21593.3,4722074,0,0,0,0,0,0,0
DNK,1964-Q4,122884.6,90814.2,28467.8,20930,22379.3,4722074,0,0,0,0,0,0,0
DNK,1965-Q1,123853.6,91306.5,28383.2,21041.2,23216.1,4759011,0,0,0,0,0,0,0
DNK,1965-Q2,124768.7,92891.6,28403.3,21452.6,22867.4,4759011,0,0,0,0,0,0,0
DNK,1965-Q3,125630.1,91789.6,28528,21515.5,23146.1,4759011,0,0,0,0,0,0,0
DNK,1965-Q4,126437.7,94848,28757.4,22396.4,23031.7,4759011,0,0,0,0,0,0,0
DNK,1966-Q1,127191.6,94664,29091.4,22650.2,23747.2,4797381,0,0,0,0,0,0,0
DNK,1966-Q2,128058,95586.6,29482,22187.7,23848.2,4797381,0,0,0,0,0,0,0
DNK,1966-Q3,129036.8,98936.9,29929.2,22365.6,24237,4797381,0,0,0,0,0,0,0
DNK,1966-Q4,130128.3,99006.7,30433,22568.1,25449.4,4797381,0,0,0,0,0,0,0
DNK,1967-Q1,131332.1,100680.4,30993.3,22419.7,25323.2,4835358,0,0,0,0,0,0,0
DNK,1967-Q2,132482.3,109132,31353.1,23237.1,25444.8,4835358,0,0,0,0,0,0,0
DNK,1967-Q3,133578.7,95639.3,31512.4,23247.9,25265,4835358,0,0,0,0,0,0,0
DNK,1967-Q4,134621.3,98870.9,31471.3,24414.1,25622,4835358,0,0,0,0,0,0,0
DNK,1968-Q1,135610.2,104815.1,31229.6,25386.6,25572.4,4864879,0,0,0,0,0,0,0
DNK,1968-Q2,137077.8,100604.9,31406.5,24730.5,25841.3,4864879,0,0,0,0,0,0,0
DNK,1968-Q3,139023.9,103228.2,32001.9,26279.5,27192,4864879,0,0,0,0,0,0,0
DNK,1968-Q4,141448.8,106564.6,33015.9,25558.7,27986.4,4864879,0,0,0,0,0,0,0
DNK,1969-Q1,144352.2,108154.5,34448.3,26499.7,28878.6,4891860,0,0,0,0,0,0,0
DNK,1969-Q2,146586.4,109091.1,35511.9,27068.7,29906.8,4891860,0,0,0,0,0,0,0
DNK,1969-Q3,148151.3,111347.2,36206.5,27383.5,31052.2,4891860,0,0,0,0,0,0,0
DNK,1969-Q4,149046.9,113339.1,36532.1,27291.8,30757.3,4891860,0,0,0,0,0,0,0
DNK,1970-Q1,149273.2,115013.9,36488.9,27760.1,31178.5,4928748,0,0,0,0,0,0,0
DNK,1970-Q2,149659.7,116470.7,36458.3,28369.2,34067.5,4928748,0,0,0,0,0,0,0
DNK,1970-Q3,150206.3,114945.2,36440.3,29223.6,32434.1,4928748,0,0,0,0,0,0,0
DNK,1970-Q4,150913,115209,36435,28954.7,34155.9,4928748,0,0,0,0,0,0,0
DNK,1971-Q1,151779.9,114337.3,36442.4,28675.2,32796.1,4963126,0,0,0,0,0,0,0
DNK,1971-Q2,153019.2,116697.4,36733.4,30460,32926.1,4963126,0,0,0,0,0,0,0
DNK,1971-Q3,154631,117183.2,37307.9,31139.7,32464.4,4963126,0,0,0,0,0,0,0
DNK,1971-Q4,156615.2,118211.5,38166,30387.8,32701.8,4963126,0,0,0,0,0,0,0
DNK,1972-Q1,158971.9,118149,39307.7,31161.5,32913.8,4991596,0,0,0,0,0,0,0
DNK,1972-Q2,161180.7,119473.5,40282.5,31929.1,31909.8,4991596,0,0,0,0,0,0,0
DNK,1972-Q3,163241.7,122496.4,41090.3,31103.4,33721.4,4991596,0,0,0,0,0,0,0
DNK,1972-Q4,165154.9,119760.8,41731.2,33206.1,34281.1,4991596,0,0,0,0,0,0,0
DNK,1973-Q1,166920.2,123475,42205.2,33956.3,36365.9,5021862,0,0,0,0,0,0,0
DNK,1973-Q2,168068.8,123306.8,42317.4,32504.7,37886.8,5021862,0,0,0,0,0,0,0
DNK,1973-Q3,168600.8,127113.3,42067.9,34631.7,37522.6,5021862,0,0,0,0,0,0,0
DNK,1973-Q4,168516.1,127973.9,41456.5,36262.8,38012.8,5021862,0,0,0,0,0,0,0
DNK,1974-Q1,167814.8,124862.5,40483.3,35978.8,38801.5,5045298,0,0,0,0,0,0,0
DNK,1974-Q2,166992.2,126831.1,39217.4,35140.9,37129.5,5045298,0,0,0,0,0,0,0
DNK,1974-Q3,166048.3,123886.4,37658.6,36170,35231,5045298,0,0,0,0,0,0,0
DNK,1974-Q4,164983.3,121765.1,35806.9,34874.7,32926.5,5045298,0,0,0,0,0,0,0
DNK,1975-Q1,163797,124844.5,33662.5,34424.6,31393.3,5059862,0,0,0,0,0,0,0
DNK,1975-Q2,163947.9,126300.7,32759.2,34985.3,33758.3,5059862,0,0,0,0,0,0,0
DNK,1975-Q3,165436,126185.2,33097.3,34476.5,34549.7,5059862,0,0,0,0,0,0,0
DNK,1975-Q4,168261.4,135645.2,34676.6,35746.6,37456.5,5059862,0,0,0,0,0,0,0
DNK,1976-Q1,172424,137813.3,37497.1,35332,38667.1,5072597,0,0,0,0,0,0,0
DNK,1976-Q2,175545.4,135499.3,39344.1,36726.3,38905.3,5072597,0,0,0,0,0,0,0
DNK,1976-Q3,177625.5,137684.9,40217.4,36407.7,40169.9,5072597,0,0,0,0,0,0,0
DNK,1976-Q4,178664.4,136796.6,40117.2,36872.2,40793.9,5072597,0,0,0,0,0,0,0
DNK,1977-Q1,176523.8,137990.6,37524.3,38253.3,39434.4,5088420,0,0,0,0,0,0,0
DNK,1977-Q2,176400.4,137318.8,38261.9,36980.4,39487,5088420,0,0,0,0,0,0,0
DNK,1977-Q3,182204.1,143777.2,40049.8,37767.2,40193.7,5088420,0,0,0,0,0,0,0
DNK,1977-Q4,180553.5,136887.7,37495.1,38317,39460.9,5088420,0,0,0,0,0,0,0
DNK,1978-Q1,177108.8,139551,39471,37543,38438.3,5104248,0,0,0,0,0,0,0
DNK,1978-Q2,180966.7,142510.5,39562.5,37682.9,39061,5104248,0,0,0,0,0,0,0
DNK,1978-Q3,183902.4,145336.3,39012.7,38301.1,39646.1,5104248,0,0,0,0,0,0,0
DNK,1978-Q4,184267.7,142235.9,36985.9,39583.3,41619.8,5104248,0,0,0,0,0,0,0
DNK,1979-Q1,185968.2,146403,39719.6,39283.8,39271.5,5116802,0,0,0,0,0,0,0
DNK,1979-Q2,189198.9,147353.8,39171.9,41678.3,42253.9,5116802,0,0,0,0,0,0,0
DNK,1979-Q3,187936,144836.6,37522.9,41786.2,42467.6,5116802,0,0,0,0,0,0,0
DNK,1979-Q4,188887.6,147186.3,37936.9,43159.8,42657.8,5116802,0,0,0,0,0,0,0
DNK,1980-Q1,191779.5,146883.3,36376.6,44936.4,42764.9,5123027,0,0,0,0,0,0,0
DNK,1980-Q2,186891.1,144185.3,34621,41787.6,38841.4,5123027,0,0,0,0,0,0,0
DNK,1980-Q3,184409.9,144173.3,32293.6,44205,37358.6,5123027,0,0,0,0,0,0,0
DNK,1980-Q4,185582.4,144554.7,31603.3,43528.1,36406.6,5123027,0,0,0,0,0,0,0
DNK,1981-Q1,185872.6,143795.09999999998,26002.5,46487.1,37426.2,5121572,0,0,0,0,0,0,0
DNK,1981-Q2,184507.4,143571.4,27028.4,46808,38114.4,5121572,0,0,0,0,0,0,0
DNK,1981-Q3,185637.7,143713.2,27126.6,47687.2,38098.4,5121572,0,0,0,0,0,0,0
DNK,1981-Q4,185984.2,145428.2,28811.8,47782.1,39121.8,5121572,0,0,0,0,0,0,0
DNK,1982-Q1,188435,146005.5,28725.1,47746,39925.1,5117810,0,0,0,0,0,0,0
DNK,1982-Q2,190663.8,147145.9,28644.8,48709.6,39722.6,5117810,0,0,0,0,0,0,0
DNK,1982-Q3,192635.5,147887.2,30241.7,48340.4,39927,5117810,0,0,0,0,0,0,0
DNK,1982-Q4,192674,147235.6,29075.5,48691.5,38959.2,5117810,0,0,0,0,0,0,0
DNK,1983-Q1,193664,147571.2,28625.4,49725.5,38153.6,5114297,0,0,0,0,0,0,0
DNK,1983-Q2,196843,148548.8,29583.1,50635.7,40745.9,5114297,0,0,0,0,0,0,0
DNK,1983-Q3,194303.2,150140.4,30289.3,50213.3,40479,5114297,0,0,0,0,0,0,0
DNK,1983-Q4,198848.6,151534.2,30348.8,52308,41944.7,5114297,0,0,0,0,0,0,0
DNK,1984-Q1,201429.9,151899.9,32976.2,51502.3,42215.6,5111619,0,0,0,0,0,0,0
DNK,1984-Q2,203983.7,152574.8,33578.4,51937.9,42371.4,5111619,0,0,0,0,0,0,0
DNK,1984-Q3,205844.4,151320.4,33270.3,53062.2,42484.7,5111619,0,0,0,0,0,0,0
DNK,1984-Q4,206801.8,154011.90000000002,34337,53417.5,43046.9,5111619,0,0,0,0,0,0,0
DNK,1985-Q1,207458.8,156147.6,34045.6,53689.9,45248.2,5113691,0,0,0,0,0,0,0
DNK,1985-Q2,210799.6,157573.6,37950.4,54709.3,44561,5113691,0,0,0,0,0,0,0
DNK,1985-Q3,215394.3,160105.7,37549.2,56143.7,46400.6,5113691,0,0,0,0,0,0,0
DNK,1985-Q4,219490.3,161002.2,41469.1,55791.6,47683.4,5113691,0,0,0,0,0,0,0
DNK,1986-Q1,221389.1,165247.5,42744,56002.5,48321.6,5120534,0,0,0,0,0,0,0
DNK,1986-Q2,220732.1,164297.8,44617,55124.4,50348.5,5120534,0,0,0,0,0,0,0
DNK,1986-Q3,220646,166335.5,44908.7,54665.1,49612,5120534,0,0,0,0,0,0,0
DNK,1986-Q4,221457.2,163783.5,44572.7,54610.4,48025.4,5120534,0,0,0,0,0,0,0
DNK,1987-Q1,217982.1,163008,43630,55165.7,47212.7,5127024,0,0,0,0,0,0,0
DNK,1987-Q2,224575.7,165056.9,41864.3,57357.5,46993.2,5127024,0,0,0,0,0,0,0
DNK,1987-Q3,221473.2,164907.9,42525.3,58648.5,48065.4,5127024,0,0,0,0,0,0,0
DNK,1987-Q4,222793.1,165592.2,42160,60419.7,50106.8,5127024,0,0,0,0,0,0,0
