country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted
DNK,2021-Q4,405958.4,287087.4,92579.5,222781.2,204330.6
DNK,2022-Q1,384489.9,269515.4,90933.7,216501,197091.9
DNK,2022-Q2,391445.9,270317.5,90891.9,230401.5,210053
DNK,2022-Q3,396714.7,270192.2,88954.1,241459.3,212787.4
DNK,2022-Q4,391404.2,268204.5,101384.1,235684.1,218579.7
DNK,2023-Q1,395881,267437.6,89436.6,249381.8,216299.1
DNK,2023-Q2,391269.6,266535.7,90612.5,245834.2,214342.3
DNK,2023-Q3,389674.8,263247.80000000005,94360.1,243935.6,215416.8
DNK,2023-Q4,396685.3,263883.3,83675.2,256811.9,213274.2
DNK,2024-Q1,399328,266683.6,88315.6,261416,221157.2
DNK,2024-Q2,406835.8,267891.6,90395.1,266886,221812.8
DNK,2024-Q3,408747.8,267691.69999999995,91344.4,266249.4,219778.2
DNK,2024-Q4,413323.2,269165.3,98894.2,272220,232181.2
EA20,1995-Q1,11780701,8968969.2,2435858.9,2674622.4,2475526
EA20,1995-Q2,11874303.2,9054525.8,2454233.5,2698598.6,2518823.9
EA20,1995-Q3,11904719,9084852.7,2455545.5,2699126.7,2536538.3
EA20,1995-Q4,11931382.3,9125118.5,2455475.4,2726444.7,2560050.2
EA20,1996-Q1,11950817.9,9181309.4,2378979.7,2773646.4,2588633.5
EA20,1996-Q2,12044929.3,9214860.2,2509299.8,2785432.2,2591451
EA20,1996-Q3,12101953,9276547.5,2539931.6,2833842.2,2619918.6
EA20,1996-Q4,12169407,9291565.600000001,2542488.3,2925657.3,2697315.2
EA20,1997-Q1,12205460.3,9323045.5,2512088.1,3000403.5,2764199.3
EA20,1997-Q2,12352482.3,9389648.5,2550689.1,3098868.1,2842274.3
EA20,1997-Q3,12448847.1,9434115.5,2556458.5,3214009.5,2932299.2
EA20,1997-Q4,12579681.8,9505993.7,2612668.8,3262290.9,3002987
EA20,1998-Q1,12669482.4,9582263.399999999,2664801.4,3324897.2,3106065.8
EA20,1998-Q2,12719018,9637417.7,2676743.2,3379121.5,3151662
EA20,1998-Q3,12786033.4,9714887.5,2720442.3,3381275.1,3194042.4
EA20,1998-Q4,12825162.3,9790622.7,2743905.3,3365056.1,3238604.7
EA20,1999-Q1,12953472.3,9879321.4,2802411.9,3395898.3,3281242.1
EA20,1999-Q2,13015731.5,9934644.100000001,2836857,3489922.1,3363376.9
EA20,1999-Q3,13186408.5,10020424,2883312.5,3585124.2,3449401.1
EA20,1999-Q4,13326431.3,10108202.6,2904476.8,3700271.5,3550146.4
EA20,2000-Q1,13496432.7,10206727.1,2961440.5,3846659.4,3655807.2
EA20,2000-Q2,13618600.4,10261673,2989431.2,3973588.2,3783197.8
EA20,2000-Q3,13710026.5,10308551.1,3027572.5,4060372.9,3884664.3
EA20,2000-Q4,13775426.9,10352450,3020723.6,4206981.1,4012313.2
EA20,2001-Q1,13927233.3,10443131.3,3048785.1,4212304.2,3962340.1
EA20,2001-Q2,13933429.7,10451422.4,3041858.1,4183018.4,3957633.4
EA20,2001-Q3,13963001.1,10485933.9,3017547.6,4166644.5,3917558.7
EA20,2001-Q4,13955346.6,10553632.8,3007820,4156835.3,3872804.6
EA20,2002-Q1,13986789.4,10558967.2,2997501,4206891.7,3896819.7
EA20,2002-Q2,14051716.4,10587117.9,2967824.1,4261136.2,3936280.6
EA20,2002-Q3,14116190.6,10640794.399999999,2981766.5,4285922.4,3953057.2
EA20,2002-Q4,14142656.5,10705236.2,3003156,4327197.8,4009097.9
EA20,2003-Q1,14104531.8,10709990.2,2999565.4,4262664.4,4026689
EA20,2003-Q2,14111566.7,10739366.2,3003507.3,4239940,4012747.5
EA20,2003-Q3,14203508.1,10812157.6,3030020.9,4307477.4,4053661.7
EA20,2003-Q4,14294001.2,10850913.399999999,3058148.1,4411293.7,4146768.5
EA20,2004-Q1,14368743,10886989.4,3058424.7,4495841.1,4188111.6
EA20,2004-Q2,14458122.4,10919669.4,3084866.3,4639199.6,4293577.1
EA20,2004-Q3,14490668.4,10948284.5,3089649.6,4643738.8,4352785.6
EA20,2004-Q4,14555172.5,11012785.7,3102002.6,4701399.5,4417423.1
EA20,2005-Q1,14594578.2,11064200.7,3107799.6,4732817.2,4421445.6
EA20,2005-Q2,14684321.6,11137954.6,3163560.8,4812459.6,4548838.1
EA20,2005-Q3,14793680.8,11183990.6,3203926.9,4925493.6,4635827.4
EA20,2005-Q4,14896730.3,11218623.1,3234805.4,5020610.8,4740519.2
EA20,2006-Q1,15036975.6,11303154.3,3272998.6,5136493.8,4857818.3
EA20,2006-Q2,15202368.5,11367477.4,3354070.4,5259185.9,4948549.3
EA20,2006-Q3,15285147,11404182.3,3376211.4,5306809.6,4984130.5
EA20,2006-Q4,15463941.5,11492531.7,3453754.2,5479048,5125480.3
EA20,2007-Q1,15572700.7,11524428.2,3489354.8,5527652.1,5204656.2
EA20,2007-Q2,15677446.6,11602563.4,3508278.8,5628537.4,5258678.1
EA20,2007-Q3,15737927.6,11640636.6,3531979.5,5706413.4,5354463.3
EA20,2007-Q4,15817644.9,11688472.1,3597783.2,5735870.9,5408988.9
EA20,2008-Q1,15919333.9,11727937,3585380.8,5826075,5414459.8
EA20,2008-Q2,15841393.2,11726509.2,3531518.2,5771513.4,5371720.9
EA20,2008-Q3,15755213.5,11698599.700000001,3474975.5,5705908,5347006.7
EA20,2008-Q4,15483340.5,11666111.399999999,3361320.2,5377641.3,5085014.3
EA20,2009-Q1,15009143.8,11665672,3172966.2,4910530.2,4716541.5
EA20,2009-Q2,15009640.5,11689474.3,3098149.2,4882217.4,4602271.2
EA20,2009-Q3,15063286.2,11725712,3064501.7,5006144.7,4704026.1
EA20,2009-Q4,15129767.6,11734543.5,3056328.6,5112110.7,4770616.2
EA20,2010-Q1,15189293.5,11751107.6,3035994,5239120.5,4915211.5
EA20,2010-Q2,15330945.8,11770245,3102832.6,5493143.8,5143590.3
EA20,2010-Q3,15399054.1,11807662.899999999,3092164.9,5601857.9,5196179.5
EA20,2010-Q4,15489918.4,11834147.4,3094037.9,5699402.7,5286998.7
EA20,2011-Q1,15637313,11822975.600000001,3142144.4,5818276.9,5380553.1
EA20,2011-Q2,15636475.5,11804049.5,3134887.9,5864153.2,5373097.6
EA20,2011-Q3,15639316.9,11797356.6,3136042.4,5915305.6,5384785.1
EA20,2011-Q4,15591195.7,11765583,3123472.6,5890560.1,5304342.8
EA20,2012-Q1,15553263.9,11753797.600000001,3079756.9,5951792.9,5316590.3
EA20,2012-Q2,15497700.6,11698691.5,3063721.7,5999448,5307297.5
EA20,2012-Q3,15477315.9,11684554.600000001,3023480.1,6062660.5,5304798.2
EA20,2012-Q4,15410065.6,11642008.1,2982725.9,6025389.8,5266860
EA20,2013-Q1,15359500.7,11607612.5,2929487,6051998.7,5274763.2
EA20,2013-Q2,15460280.7,11643301,2964032.6,6123431.3,5354630.1
EA20,2013-Q3,15506014.2,11672487,2981644.4,6181211.8,5430428
EA20,2013-Q4,15537956.3,11687423,3011385.9,6235874.3,5482077.3
EA20,2014-Q1,15611086.4,11689358.2,3015728.9,6290756.3,5512607.2
EA20,2014-Q2,15647909.3,11728246.2,3003250.6,6367349.5,5595180.7
EA20,2014-Q3,15724007.2,11783279.600000001,3020058.4,6472239.6,5683629.4
EA20,2014-Q4,15782268.7,11838882.8,3025092.7,6548890.1,5740933.4
EA20,2015-Q1,15901742.8,11892054.8,3029606.9,6774596.9,5906912.8
EA20,2015-Q2,15969054.7,11951765.5,3270283.7,6823246.1,6139756.9
EA20,2015-Q3,16037683.1,12000397.9,3104598.4,6849253.9,6040889.5
EA20,2015-Q4,16116406.5,12056899.399999999,3205439.8,6910507.7,6189283.2
EA20,2016-Q1,16193785.8,12129256.2,3218060.9,6956154.3,6228085.9
EA20,2016-Q2,16224899.4,12156787.3,3239380.4,7012429.1,6274680.7
EA20,2016-Q3,16303414.4,12204400.100000001,3279201,7078657.5,6343026.6
EA20,2016-Q4,16428035.5,12289687.9,3322548,7141347.4,6451163
EA20,2017-Q1,16560544.4,12321557.2,3285678.9,7287732.2,6469937.9
EA20,2017-Q2,16670363.2,12382188.899999999,3547836.9,7399341,6792069.2
EA20,2017-Q3,16792551.3,12430339.5,3382258.5,7491367.7,6644785.9
EA20,2017-Q4,16929233.2,12487532.8,3394246.1,7658084.8,6780326.7
EA20,2018-Q1,16936634.4,12521376.8,3419247.2,7643098,6789028.1
EA20,2018-Q2,17023492,12564884.7,3482390.3,7693587.2,6877307.8
EA20,2018-Q3,17036709.6,12567469.4,3497956.4,7711753.5,6935250.2
EA20,2018-Q4,17128736.8,12627602.600000001,3647332.2,7780668.7,7112015.9
EA20,2019-Q1,17252224.4,12700616.4,3585735,7941568.1,7089504.3
EA20,2019-Q2,17314613.6,12740138,3850786.4,7962196.9,7343577.7
EA20,2019-Q3,17347070.2,12799664.100000001,3631806.5,7969665.4,7175331.2
EA20,2019-Q4,17329431.4,12802455.200000001,3983978.4,7972049.5,7491690.9
EA20,2020-Q1,16766098.4,12369611.7,3831604.6,7764107.7,7319302.1
EA20,2020-Q2,14902450.7,11221152.1,3118917.8,6271092.3,5818158.2
EA20,2020-Q3,16622545.3,12481786.100000001,3521563.4,7259500.8,6554269.6
EA20,2020-Q4,16683882.4,12253691.5,3679480.5,7668978.2,6954341.8
EA20,2021-Q1,16815649.2,12142113,3614383.1,7803662,6963817.6
EA20,2021-Q2,17180596.8,12531561.5,3671590.6,7968523.2,7130943.2
EA20,2021-Q3,17482263.8,12900223.7,3638219.7,8112698.2,7257988
EA20,2021-Q4,17623144.9,12934311.6,3746865.8,8370724.8,7670930.3
EA20,2022-Q1,17752289.5,13050247.700000001,3731339.6,8517063.5,7723260.6
EA20,2022-Q2,17919197.9,13165098.5,3730469.2,8640480.2,7835024.2
EA20,2022-Q3,17999640.7,13213826,3770398,8764793.9,7997200
EA20,2022-Q4,17990171.3,13152602.4,3764053.4,8759664.7,7948519.6
EA20,2023-Q1,17985760,13208877.4,3842070.2,8655482.5,7817660.4
EA20,2023-Q2,18022048.1,13253129.7,3832700.4,8592097.1,7771009.4
EA20,2023-Q3,18018310.9,13262253.6,3842116.7,8512209.4,7651140.6
EA20,2023-Q4,18028181,13308180.3,3878392.7,8567684.3,7696374.9
EA20,2024-Q1,18077493,13364664.899999999,3802990.7,8583980.2,7639013.1
EA20,2024-Q2,18119176.1,13420405.899999999,3709580.2,8721413.9,7728854.1
EA20,2024-Q3,18199891.5,13497151.3,3768667.9,8595952.3,7756751.1
EA20,2024-Q4,18270079.7,13564953.4,3796862.1,8606059.6,7766296
ESP,1960-Q1,292825.1,234231.8,42456.5,13769.2,6946.5
ESP,1960-Q2,298845.2,236757.3,43267.9,15209.7,7190.4
ESP,1960-Q3,307205,240957.8,44663.2,15665.5,6999.5
ESP,1960-Q4,313389.1,246833.40000000002,46642.6,15558.3,8391.7
ESP,1961-Q1,322346.7,254384,49205.9,16003.1,10215
ESP,1961-Q2,336662.5,261043.90000000002,51430.5,15773.3,9083.8
ESP,1961-Q3,343538.8,266813.2,53316.5,16030.6,10695.2
ESP,1961-Q4,353232.4,271691.8,54863.7,17185.5,11384.3
ESP,1962-Q1,361588.5,275679.8,56072.2,18139.5,12009.5
ESP,1962-Q2,369999.7,281269.4,57374.9,18241,12539.2
ESP,1962-Q3,379061,288460.7,58771.7,18864.1,13667.4
ESP,1962-Q4,380077.9,297253.6,60262.6,18042.8,17413.9
ESP,1963-Q1,401943.6,307648,61847.6,17503.8,13839
ESP,1963-Q2,402276.8,315584.6,63649.2,18199.6,18179.2
ESP,1963-Q3,410956.8,321063.4,65667.4,19841.2,18762.1
ESP,1963-Q4,418607.4,324084.5,67902.2,20556.6,17932
ESP,1964-Q1,420974.5,324647.5,70353.5,23149.5,19206.6
ESP,1964-Q2,427912.2,326585.7,72982.6,23365.1,18182.2
ESP,1964-Q3,431127.1,329899.7,75789.4,23217.1,19397.2
ESP,1964-Q4,440500.5,334588.8,78773.9,25390.7,20859.6
ESP,1965-Q1,449875.1,340653.10000000003,81936.2,23724.1,20795.5
ESP,1965-Q2,451794.3,346581,85112.8,24301,24962.9
ESP,1965-Q3,456393.7,352373,88303.7,25107.5,28115.5
ESP,1965-Q4,470037.1,358028.5,91509,28422.4,29339.3
ESP,1966-Q1,466838.5,363547.9,94728.6,26384.4,33297.5
ESP,1966-Q2,490962.5,368941.1,97347.4,32220.1,31382.5
ESP,1966-Q3,500701.6,374208.5,99365.5,29938.7,28874.1
ESP,1966-Q4,502058,379349.8,100782.8,28763.9,29662.9
ESP,1967-Q1,503441.2,384313.7,99889.9,28860.7,29752.5
ESP,1967-Q2,509489.6,393306.3,103531.3,26936.2,30732.9
ESP,1967-Q3,518228.6,393871.8,105886.6,30324.9,30149.7
ESP,1967-Q4,514502,395106.4,106621.9,25769.3,28571.1
ESP,1968-Q1,525481.2,400346.8,108561.5,31211.5,30425
ESP,1968-Q2,541424.4,410331.9,112974.6,30855.5,30293.7
ESP,1968-Q3,545789.9,413623.7,113141.7,34240.8,32777.3
ESP,1968-Q4,567913,425667.60000000003,120602.2,36182.1,35379
ESP,1969-Q1,588062.6,436099.4,120821.2,37764.8,34787
ESP,1969-Q2,586075.8,432755.1,123627.8,37576,36235
ESP,1969-Q3,597008.7,443946.69999999995,126688.7,37015,37914.1
ESP,1969-Q4,603692.1,448209.5,129647,41017.7,40546.4
ESP,1970-Q1,614979.2,457891.69999999995,132477.4,42958.8,41198.5
ESP,1970-Q2,615956.1,459217.3,130591.9,44220.9,40333.5
ESP,1970-Q3,619104.2,462024.9,128463.2,46053,39741.3
ESP,1970-Q4,623989.1,466533.39999999997,126283.8,47716,39359.7
ESP,1971-Q1,628861.9,472264.6,123830.7,48721.2,39174.9
ESP,1971-Q2,641128.5,479847.6,124134.8,50696.5,39440.8
ESP,1971-Q3,652924.6,488084.4,125310.7,52738.4,40547.3
ESP,1971-Q4,666071.6,497364.7,129000.5,54489.3,42606.7
ESP,1972-Q1,676878.7,506805,134798.7,55623.7,46028.5
ESP,1972-Q2,692872.2,517267.3,141499.1,57279.4,49062.9
ESP,1972-Q3,708093.8,527529.2,146354.6,59643.4,51785.6
ESP,1972-Q4,722121.4,537681.7000000001,150956.7,61789.5,54202.8
ESP,1973-Q1,735413.1,547788.8,156450.8,63359,56402.4
ESP,1973-Q2,748524,557522.1,160799.5,64482.9,58209.2
ESP,1973-Q3,760887,566761.4,163526.3,65267.6,59484.1
ESP,1973-Q4,773406.8,575900.5,167398.5,64655.3,60560.3
ESP,1974-Q1,786541.8,585406.2000000001,171382.3,63549.3,62054.6
ESP,1974-Q2,796480.4,593061.6,173186.6,63363.1,63574.7
ESP,1974-Q3,802101.1,597731.4,172963.6,64025,64159.3
ESP,1974-Q4,802631.8,600116.8,170845,64257.6,63626.2
ESP,1975-Q1,798603.3,600508.7,167287,63629,62497.2
ESP,1975-Q2,797939.9,603551.1,164246,63287.4,62058.4
ESP,1975-Q3,801425.7,608996.3,163556.7,63369.6,62548.1
ESP,1975-Q4,807058.4,618250.7,162309.9,63891.7,64029.8
ESP,1976-Q1,815079.3,630975.5,162512.6,64358.4,66729.2
ESP,1976-Q2,824487.2,641102.5,163070.1,65640.1,69099.9
ESP,1976-Q3,832484,648172.8999999999,163262.7,67477.1,70286.8
ESP,1976-Q4,838876.6,652109.7999999999,163283,69388.2,69641.8
ESP,1977-Q1,845522.5,652926.2999999999,163181.6,71414.7,67240.3
ESP,1977-Q2,849358,654081,161600.3,73842.1,65359.4
ESP,1977-Q3,852180.4,655464.2,160698.1,75848.3,64187.6
ESP,1977-Q4,857873.4,658134.5,160789.4,78051.3,63806
ESP,1978-Q1,863228.7,661534,160323.1,80597.5,63636.9
ESP,1978-Q2,864977.6,664272,158417.3,82633.8,63521.2
ESP,1978-Q3,863916.2,667004.3,156227.8,83540.5,64390
ESP,1978-Q4,862637.7,670210.4,153845.7,84417.1,66443.2
ESP,1979-Q1,861262.7,673279.2,151210.1,85677.6,68732.8
ESP,1979-Q2,862601.5,676141.1,149730.1,87239.8,70974.5
ESP,1979-Q3,864676.1,678981.3999999999,149659.2,88256.3,73081.1
ESP,1979-Q4,867715.6,682031.9,150551.2,88557.2,74605.6
ESP,1980-Q1,873526.1,682986.9,153978.6,88418.5,75857.4
ESP,1980-Q2,876495.3,687166.7999999999,151938.9,90600.4,73735.7
ESP,1980-Q3,873019.8,687560,148095.3,86285.6,75198
ESP,1980-Q4,878083.4,685546.1,151354.7,92469.1,72082.3
ESP,1981-Q1,873111.9,687583.4,148208.1,90531.9,69167.2
ESP,1981-Q2,872145.2,682839.5,149479,97282.9,72302.1
ESP,1981-Q3,876023.5,682888.1,150094,106832.1,71757.3
ESP,1981-Q4,875148.8,686870,147572.6,103495.7,72942.4
ESP,1982-Q1,878750.9,688216.4,150053,106078.7,74471.6
ESP,1982-Q2,882088.3,690391,149663.5,98936.4,74920.8
ESP,1982-Q3,888026.6,692527,150319.5,106264.6,75112
ESP,1982-Q4,891156.9,693774.1,151323.9,109053.1,75761.9
ESP,1983-Q1,894413.7,696827.8,151692.9,110696.8,77157.3
ESP,1983-Q2,899937.7,698071.8,149663.5,115256.2,74758.3
ESP,1983-Q3,901261.2,697504.6000000001,148587.3,116136.7,71183.9
ESP,1983-Q4,907084.4,698229.8,143985.3,118651.2,73582.8
ESP,1984-Q1,914587.8,697212,143882.8,130431.2,72980.7
ESP,1984-Q2,911768.2,695173,139526.7,130988.9,71059.6
ESP,1984-Q3,919709,701321,140469.7,131664,76134.6
ESP,1984-Q4,920882.8,702479.7,141648.4,123112.8,72550.6
ESP,1985-Q1,931159.7,713028.7,145953.2,127603.7,76497.8
ESP,1985-Q2,930285.1,711988.2,146117.2,125627.3,78055.7
ESP,1985-Q3,939929.1,720709.2,152348.9,130118.2,78285
ESP,1985-Q4,950723.8,725562.9,159031.6,136301.7,81974.2
ESP,1986-Q1,953405.3,729613.4,162506.2,125793.6,79021
ESP,1986-Q2,976111.2,739243,165796.3,132348.9,90298.7
ESP,1986-Q3,969229.2,745222.7,166841.7,128816.9,95966.3
ESP,1986-Q4,975420.7,762048.9,171413,133885,103640.9
ESP,1987-Q1,995399.1,774498.1000000001,177173.2,134305.7,107970.5
ESP,1987-Q2,1010290.8,789804.3,184419.7,136399.5,110665.7
ESP,1987-Q3,1031155.4,799841.9,189175.4,140420.8,120146.7
ESP,1987-Q4,1052250.1,808442.3,197098.3,137162.7,121589.8
ESP,1988-Q1,1055633.5,816310.8999999999,201915.6,141829.7,124743.8
ESP,1988-Q2,1068545.8,822019.9,209459.2,141682.9,129360
ESP,1988-Q3,1087810.7,832597.8,215311.7,144314.8,135906.9
ESP,1988-Q4,1085371,848658.3,222558.1,141379.6,144422.6
ESP,1989-Q1,1110965.4,862236.4,230624.5,143688.6,151093.7
ESP,1989-Q2,1121898.3,876765.1000000001,236764,145567.2,154878.4
ESP,1989-Q3,1136928.2,889176.6000000001,241161,143091.8,159685.8
ESP,1989-Q4,1135040.8,891271.2,242677.9,144989.9,163432.3
ESP,1990-Q1,1144984,898901.9,243518.4,144862.7,168067.7
ESP,1990-Q2,1164444.5,911924.7000000001,250908.3,150273.3,173639.7
ESP,1990-Q3,1160969,922468.5,257560.2,154460.9,173658.8
ESP,1990-Q4,1204873.2,930003.3999999999,260635.1,154842.5,174270.5
ESP,1991-Q1,1181718.5,930918.1,255664.1,161642.4,184162.4
ESP,1991-Q2,1196126.9,939047,259159.2,163687.3,190193.2
ESP,1991-Q3,1205160.9,954836,256012.6,161202.1,188243.5
ESP,1991-Q4,1211156.7,968835.2,258585.2,167786.8,198336.1
ESP,1992-Q1,1223240.4,980396,263884.2,176709.8,205724
ESP,1992-Q2,1207289.9,977545.1,249955.1,175271.6,206077.6
ESP,1992-Q3,1208061,968040.2,243661.9,174811.7,205781.4
ESP,1992-Q4,1200189.3,961107.8999999999,229374.1,176621.8,195268.2
ESP,1993-Q1,1188991.7,958114.1000000001,224280.1,183627.2,192248
ESP,1993-Q2,1188911.2,959538.2,225745.7,183725,187727.4
ESP,1993-Q3,1203216,969170,226780.9,187756,190279.2
ESP,1993-Q4,1207750.3,965440.5,222168.6,203449.7,200132.9
ESP,1994-Q1,1217739.5,962965.4,219391,218389.9,205829.2
ESP,1994-Q2,1220409.4,969653.7,225940.5,213811,209059.6
ESP,1994-Q3,1230099.4,975387.6000000001,232592.4,218595.4,216743.8
ESP,1994-Q4,1234702.7,981147.8,237686.4,234210.7,226941.6
ESP,1995-Q1,1248206.5,982472.1000000001,244588.8,237952.2,234976
ESP,1995-Q2,1256433.8,989492.1000000001,246997,237681.7,235629.2
ESP,1995-Q3,1261995.6,991682.5,247419.2,244431.2,240353.1
ESP,1995-Q4,1271549.1,998596.9,247511.6,248125.9,242635.9
ESP,1996-Q1,1278859.3,998662.9,249589.8,257131.7,246119.5
ESP,1996-Q2,1287700.1,1008513.2000000001,250784,260450.4,250599.3
ESP,1996-Q3,1298263,1016720.7,255428.8,271567.5,263049.1
ESP,1996-Q4,1304722.1,1019405.9,255389.2,275757,263504.3
ESP,1997-Q1,1317732.7,1023239.2,261419.5,285884.4,272120.9
ESP,1997-Q2,1329621.7,1026531.5,264553.4,296143.9,277709.1
ESP,1997-Q3,1344380.7,1033129.1,267403.5,318740.9,293721.6
ESP,1997-Q4,1363263.3,1066849.8,273677.9,317368.6,311634.3
ESP,1998-Q1,1374743.2,1056465,284122,321221.7,307233.7
ESP,1998-Q2,1389838.7,1069020.4,288773.4,333513.2,322711.8
ESP,1998-Q3,1403080.2,1079484.3,301190.2,331223.8,331368
ESP,1998-Q4,1417707.2,1114920.4000000001,307834.1,331190.8,356082.8
ESP,1999-Q1,1431674.5,1104159.5999999999,307946.2,347269.3,351675.6
ESP,1999-Q2,1448082.9,1122534,323721.3,349855.6,370901.2
ESP,1999-Q3,1467783.5,1133565.4,329448,359158.4,378561.1
ESP,1999-Q4,1484079.8,1153114.3,337926,366561,396566.1
ESP,2000-Q1,1507521.3,1169291.8,338275.7,377935.4,400834.8
ESP,2000-Q2,1526575.4,1169582.1,347505.9,393974.4,409405.2
ESP,2000-Q3,1542145.9,1182289.2,353661.5,394508.8,412585.3
ESP,2000-Q4,1558653.2,1188820.9000000001,359117.7,404682.4,418259.3
ESP,2001-Q1,1574481.1,1204582.7000000002,360034.8,412355.5,426084.1
ESP,2001-Q2,1586719.7,1217019.3,364508,410085.9,429165.2
ESP,2001-Q3,1601973.5,1229990.4,364936.9,408918.1,425628.9
ESP,2001-Q4,1612166.9,1239477.8,367641.9,401713.5,420152.8
ESP,2002-Q1,1619787.2,1248028.4,374859.8,408654.2,434331.2
ESP,2002-Q2,1633365.3,1256823.1,374939,408608.1,430399
ESP,2002-Q3,1642516.2,1265644.1,380698.7,414677.9,440975
ESP,2002-Q4,1655342.1,1279644.4,386141.8,424587.7,457884.9
ESP,2003-Q1,1671295.3,1278159.9,392350.2,423340.7,447500.1
ESP,2003-Q2,1677701.6,1291381.7000000002,400293.8,427840.3,462331.7
ESP,2003-Q3,1690197.6,1304834.3,407538,428876.2,473297
ESP,2003-Q4,1704369.4,1319672.5,416207.4,434457.8,486828.8
ESP,2004-Q1,1714338.4,1337901.8,413766.2,442540,500644.4
ESP,2004-Q2,1732541.4,1347508.1,419103.8,448576.9,508561.6
ESP,2004-Q3,1747155.3,1364965.4,426018.1,447349.7,515370.4
ESP,2004-Q4,1759552.3,1380047.7,431302.9,449460.9,526183.9
ESP,2005-Q1,1775274.5,1392392,441041,448702.2,530940.9
ESP,2005-Q2,1791029.8,1414725.0999999999,449268.3,455761.7,552765.9
ESP,2005-Q3,1808183.7,1421665.7999999998,458195,456071.8,553537.9
ESP,2005-Q4,1826030.4,1436840.5,459593.7,460235,556256.1
ESP,2006-Q1,1847274.9,1450576.8,474451.6,465302,574498.7
ESP,2006-Q2,1863901,1465817.4000000001,482593.1,475594.4,590016.4
ESP,2006-Q3,1881497,1481447.4,487858.1,473423.7,591830.7
ESP,2006-Q4,1899007.2,1498673.8,494462.3,491705.9,617317.5
ESP,2007-Q1,1916266.7,1509652.4,501376.7,505706.2,633739.1
ESP,2007-Q2,1933084.2,1524292.6,504649.1,510285,639432.9
ESP,2007-Q3,1947572.7,1538022.2999999998,504213.7,519060,647429.3
ESP,2007-Q4,1959468.3,1551164.9,506602.1,517080.7,648623.5
ESP,2008-Q1,1963130,1556627.7000000002,500288.1,521626.5,645832.7
ESP,2008-Q2,1963822.7,1549693.6,494257.8,512389.7,624449.6
ESP,2008-Q3,1959666.2,1534901.6,479505.4,518426.6,601357.8
ESP,2008-Q4,1929277.3,1521284,458135.6,481374,556071.4
ESP,2009-Q1,1877683.6,1512865.4,422758.9,434655.7,478179.3
ESP,2009-Q2,1878917.3,1506597.6,393966.6,445060.3,483549.8
ESP,2009-Q3,1882618.6,1516019.1,394204.2,465895.8,511345.8
ESP,2009-Q4,1882163.4,1517180.3,390298.3,468653.6,510309.9
ESP,2010-Q1,1880481,1522880.6,382895.8,473100.5,512401.4
ESP,2010-Q2,1882803.3,1526496.2000000002,383489.5,484705.8,526777.7
ESP,2010-Q3,1881615.8,1516744.7999999998,378877.8,500329.1,527206.6
ESP,2010-Q4,1883562.1,1518645,373619.4,519027,539933.5
ESP,2011-Q1,1882077.6,1511183,361255.4,533601.3,538930.6
ESP,2011-Q2,1877208.5,1499683.3,353648.3,533799.2,521842.7
ESP,2011-Q3,1865755,1492953.7,351319.3,534590.9,523122.6
ESP,2011-Q4,1855244.9,1479692.4000000001,341092.9,537414.7,509966.9
ESP,2012-Q1,1837787.4,1474559.3,338942.1,527518.2,504207.1
ESP,2012-Q2,1819973.7,1452582.5,330252.9,532044.2,493202.2
ESP,2012-Q3,1811614.5,1432453,321174.6,552411.3,491704.5
ESP,2012-Q4,1796591.6,1417496.1,316562.8,547654.3,481953.2
ESP,2013-Q1,1791656.5,1400850.1,316648.6,552516.8,478535.6
ESP,2013-Q2,1789822.4,1403990.7,311245.1,563231.5,487165.3
ESP,2013-Q3,1788687.6,1403179.1,314840.8,568298.5,496474.6
ESP,2013-Q4,1792092,1412145.4,318284.8,568225.9,503395.6
ESP,2014-Q1,1798867.8,1411947.5,329230.3,573669,513905.7
ESP,2014-Q2,1808579.6,1417634.6,329065.4,581559.9,521427
ESP,2014-Q3,1823041.7,1424166.4,328003.1,598014.5,531996.5
ESP,2014-Q4,1840670.6,1430942.2000000002,329817.5,600508.4,531943.7
ESP,2015-Q1,1863076.3,1444276.0999999999,339944.9,603774.3,541926
ESP,2015-Q2,1883938.1,1453763.5,347835.7,606914.8,546069.3
ESP,2015-Q3,1901217.4,1468364.1,348106.2,620400.5,560795.3
ESP,2015-Q4,1918199.8,1473154,350336.3,625091.4,557371.1
ESP,2016-Q1,1931520.5,1479111.7,351193.9,632144.3,555814.1
ESP,2016-Q2,1937913.7,1490044.1,352790.6,643663.9,568831.3
ESP,2016-Q3,1953233.5,1497572,351556.8,649766.8,564100.7
ESP,2016-Q4,1964330.7,1501834.1,358867,663054.5,575791.8
ESP,2017-Q1,1978238.6,1515009.6,368347.9,672819.1,592068.3
ESP,2017-Q2,1998928.9,1524932.6,371330,679806,592721.4
ESP,2017-Q3,2011550.3,1536419.1,381325.5,686153,608602
ESP,2017-Q4,2023802.1,1544270.3,388879.8,695000.5,622787
ESP,2018-Q1,2032451.7,1550333.5,388939.2,695851.6,625366.7
